date,country_code,sessions,purchases,revenue
2025-01-02,GB,2676,8,1858.18
2025-01-03,CA,2787,15,1538.29
2025-01-03,GB,2574,10,1745.42
2025-01-04,CA,2975,17,1745.13
2025-01-04,GB,2701,2,960.24
2025-01-05,CA,2627,14,2328.55
2025-01-05,GB,2441,11,3352.61
2025-01-06,CA,2352,11,1255.73
2025-01-06,GB,2668,9,1852.62
2025-01-07,CA,2455,14,2344.25
2025-01-07,GB,2461,2,421.21
2025-01-08,CA,2463,10,1350.3
2025-01-08,GB,2297,8,2112.97
2025-01-09,CA,2712,20,5325.34
2025-01-09,GB,1858,8,2296.83
2025-01-10,CA,2510,26,5703.07
2025-01-10,GB,1882,10,2233.43
2025-01-11,CA,2511,24,2455.12
2025-01-11,GB,2252,5,1586.85
2025-01-12,CA,2638,13,1608.67
2025-01-12,GB,2486,4,765.3
2025-01-13,CA,2216,14,1592.23
2025-01-13,GB,2011,4,991.13
2025-01-14,CA,2256,10,1338.74
2025-01-14,GB,2074,4,881.38
2025-01-15,CA,2386,13,2143.01
2025-01-15,GB,2008,1,131.75
2025-01-16,CA,2341,18,3736.88
2025-01-16,GB,2224,5,1136.82
2025-01-17,CA,2397,13,1539.03
2025-01-17,GB,2105,6,1174.83
2025-01-18,CA,2908,26,4873.34
2025-01-18,GB,2428,4,749.25
2025-01-19,CA,2768,11,1857.85
2025-01-19,GB,2578,3,895.15
2025-01-20,CA,2470,7,992.98
2025-01-20,GB,2287,3,674.22
2025-01-21,CA,2461,17,4717.46
2025-01-21,GB,2339,4,780.56
2025-01-22,CA,2388,19,2995.79
2025-01-22,GB,2296,6,1420.33
2025-01-23,CA,2320,12,1907.59
2025-01-23,GB,2180,6,2648.51
2025-01-24,CA,2393,16,2091.06
2025-01-24,GB,2562,7,1957.27
2025-01-25,CA,2730,12,1538.24
2025-01-25,GB,2580,7,1788.87
2025-01-26,CA,2703,17,1981.72
2025-01-26,GB,2853,9,3793.93
2025-01-27,CA,2331,11,1318.22
2025-01-27,GB,2331,8,2251.63
2025-01-28,CA,2323,15,1972.66
2025-01-28,GB,2430,2,852.43
2025-01-29,CA,2168,16,2354.54
2025-01-29,GB,2157,4,1376.07
2025-01-30,CA,2119,22,2426.96
2025-01-30,GB,2356,8,2805.55
2025-01-31,CA,2002,22,2837.82
2025-01-31,GB,2019,4,1021.23
2025-02-01,CA,2090,14,1461.84
2025-02-01,GB,2637,5,1406.71
2025-02-02,CA,2319,12,1305.97
2025-02-02,GB,2879,11,2142.14
2025-02-03,CA,2081,11,1176.84
2025-02-03,GB,2243,2,874.07
2025-02-04,CA,2114,19,1910.4
2025-02-04,GB,2320,5,964.2
2025-02-05,CA,2296,21,2500.35
2025-02-05,GB,2240,8,1383.06
2025-02-06,CA,2182,16,1627.69
2025-02-06,GB,2099,6,1132.96
2025-02-07,CA,2136,14,945.09
2025-02-07,GB,1942,2,390.45
2025-02-08,CA,2236,14,3526.21
2025-02-08,GB,2279,9,2888.14
2025-02-09,CA,2370,16,1954.54
2025-02-09,GB,2307,9,2240.17
2025-02-10,CA,2041,9,1008.3
2025-02-10,GB,2010,5,1487.11
2025-02-11,CA,2061,13,2903.17
2025-02-11,GB,1923,4,1332.37
2025-02-12,CA,2206,11,1353.72
2025-02-12,GB,1842,7,1716.16
2025-02-13,CA,2102,15,3044.71
2025-02-13,GB,1752,3,705.01
2025-02-14,CA,1877,9,1540.43
2025-02-14,GB,1643,3,485.76
2025-02-15,CA,2250,11,1592.36
2025-02-15,GB,2138,2,799.9
2025-02-16,CA,2567,7,1896.51
2025-02-16,GB,2178,6,1472.18
2025-02-17,CA,2565,16,2088.72
2025-02-17,GB,2181,7,1790.44
2025-02-18,CA,2104,10,1901.32
2025-02-18,GB,2364,1,274.65
2025-02-19,CA,2010,15,2917.37
2025-02-19,GB,2140,6,1362.31
2025-02-20,CA,1865,5,788.12
2025-02-20,GB,2082,4,1734.3
2025-02-21,CA,1915,15,1723.51
2025-02-21,GB,2012,4,1527.52
2025-02-22,CA,2454,14,1194.59
2025-02-22,GB,2281,6,1527.73
2025-02-23,CA,2551,10,1806.89
2025-02-23,GB,2394,3,929.97
2025-02-24,CA,2410,12,1993.12
2025-02-24,GB,2059,5,801.31
2025-02-25,CA,2062,9,1248.66
2025-02-25,GB,1840,4,1007.51
2025-02-26,CA,2147,22,3186.57
2025-02-26,GB,1988,4,840.93
2025-02-27,CA,1888,11,1510.1
2025-02-27,GB,1793,7,2977
2025-02-28,CA,2010,10,1696.97
2025-02-28,GB,1690,3,598.7
2025-03-01,CA,2227,14,1449.25
2025-03-01,GB,2064,7,2057.65
2025-03-02,CA,2544,16,3601.69
2025-03-02,GB,2583,6,1251.17
2025-03-03,CA,2169,13,1097.1
2025-03-03,GB,2290,5,817.25
2025-03-04,CA,2119,11,1176.83
2025-03-04,GB,2329,8,1495.51
2025-03-05,CA,2166,12,2695.3
2025-03-05,GB,2040,9,2650.73
2025-03-06,CA,2050,12,2166.69
2025-03-06,GB,2013,6,1064.72
2025-03-07,CA,1991,9,1038.73
2025-03-07,GB,1960,5,1162.85
2025-03-08,CA,2202,13,1141.6
2025-03-08,GB,2091,6,1579.33
2025-03-09,CA,2432,9,1892.56
2025-03-09,GB,2283,4,1130.3
2025-03-10,CA,2375,12,1517.13
2025-03-10,GB,2388,7,1421.1
2025-03-11,CA,2232,17,2841.19
2025-03-11,GB,2005,9,3752.74
2025-03-12,CA,2301,8,1249.36
2025-03-12,GB,1877,17,2844.04
2025-03-13,CA,2343,14,2013.27
2025-03-13,GB,1982,6,1220.04
2025-03-14,CA,2186,19,2302.52
2025-03-14,GB,1846,5,1229.89
2025-03-15,CA,2426,13,2326.86
2025-03-15,GB,2239,9,2647.66
2025-03-16,CA,2506,16,2230.2
2025-03-16,GB,2420,8,1788.25
2025-03-17,CA,2205,8,999.15
2025-03-17,GB,2043,5,997.51
2025-03-18,CA,2231,15,1455.21
2025-03-18,GB,1919,3,319.76
2025-03-19,CA,2104,16,2005.07
2025-03-19,GB,2130,8,3536.46
2025-03-20,CA,2126,8,1062.61
2025-03-20,GB,2031,5,1250.49
2025-03-21,CA,2169,13,1552.75
2025-03-21,GB,1807,8,2261.74
2025-03-22,CA,2588,15,2415.24
2025-03-22,GB,2450,5,1446.27
2025-03-23,CA,2786,16,3317.21
2025-03-23,GB,2558,7,2325.43
2025-03-24,CA,2747,12,1922.47
2025-03-24,GB,1913,7,1741.3
2025-03-25,CA,2394,12,1937.83
2025-03-25,GB,2012,12,3819.19
2025-03-26,CA,2368,13,2203.45
2025-03-26,GB,1914,3,615.32
2025-03-27,CA,2332,13,2192.37
2025-03-27,GB,1866,7,1739
2025-03-28,CA,2235,22,2815.87
2025-03-28,GB,1873,5,1029.55
2025-03-29,CA,2316,11,1422.31
2025-03-29,GB,2119,12,2853.66
2025-03-30,CA,2514,20,2711.99
2025-03-30,GB,2168,12,2489.61
2025-03-31,CA,2174,8,757.59
2025-03-31,GB,1910,5,1042.48
2025-04-01,CA,2125,12,2023.44
2025-04-01,GB,1857,10,2913.64
2025-04-02,CA,2221,19,2255.32
2025-04-02,GB,1862,3,1133.44
2025-04-03,CA,2075,6,669.06
2025-04-03,GB,1666,13,2971.04
2025-04-04,CA,2011,10,1836.64
2025-04-04,GB,1887,8,1875.74
2025-04-05,CA,2361,14,2398.88
2025-04-05,GB,1937,7,1832.7
2025-04-06,CA,2671,12,1373.05
2025-04-06,GB,2235,6,993.15
2025-04-07,CA,2348,17,1766.32
2025-04-07,GB,2198,8,2271.26
2025-04-08,CA,2299,15,2825.85
2025-04-08,GB,2107,5,1619.99
2025-04-09,CA,2107,14,1590.26
2025-04-09,GB,2009,2,647.1
2025-04-10,CA,2331,20,2135.9
2025-04-10,GB,2154,3,904.89
2025-04-11,CA,2316,19,2557.14
2025-04-11,GB,1907,9,1766.92
2025-04-12,CA,2841,21,2179.86
2025-04-12,GB,2033,3,688.35
2025-04-13,CA,2992,17,2279.67
2025-04-13,GB,2424,8,1837.73
2025-04-14,CA,2431,10,1806.19
2025-04-14,GB,2287,6,1706.81
2025-04-15,CA,2349,18,2138.21
2025-04-15,GB,2252,3,423.09
2025-04-16,CA,2329,18,3887.76
2025-04-16,GB,1996,13,3825.54
2025-04-17,CA,2218,24,5604.73
2025-04-17,GB,1915,9,2546.78
2025-04-18,CA,2494,18,2542.78
2025-04-18,GB,1909,10,1961.81
2025-04-19,CA,2630,18,2769.08
2025-04-19,GB,1881,3,757.05
2025-04-20,CA,2504,11,1497
2025-04-20,GB,2044,8,3236.9
2025-04-21,CA,2440,14,2606.59
2025-04-21,GB,2228,4,1009.91
2025-04-22,CA,2264,12,2300.79
2025-04-22,GB,1860,9,1688.37
2025-04-23,CA,2223,21,3102.27
2025-04-23,GB,1729,8,1553.74
2025-04-24,CA,2127,13,1786.39
2025-04-24,GB,1754,5,847.27
2025-04-25,CA,2119,11,1286.54
2025-04-25,GB,1664,6,2021.7
2025-04-26,CA,2364,15,1547.29
2025-04-26,GB,1958,3,720.64
2025-04-27,CA,2505,12,1590.26
2025-04-27,GB,2007,2,198.22
2025-04-28,CA,2327,14,1914.52
2025-04-28,GB,1688,12,2323.86
2025-04-29,CA,2278,16,2690.86
2025-04-29,GB,1610,9,2360.98
2025-04-30,CA,2187,11,1801.87
2025-04-30,GB,1757,3,638.42
2025-05-01,CA,2093,22,2678
2025-05-01,GB,1539,9,1662.61
2025-05-02,CA,2076,11,1300.93
2025-05-02,GB,1601,10,2572.39
2025-05-03,CA,2297,13,1582.22
2025-05-03,GB,1864,3,392.54
2025-05-04,CA,2421,20,2728.31
2025-05-04,GB,1969,10,2508.88
2025-05-05,CA,2144,13,1692.26
2025-05-05,GB,1970,11,3110.08
2025-05-06,CA,1996,24,5574.44
2025-05-06,GB,1702,7,1597.63
2025-05-07,CA,2210,18,4074.89
2025-05-07,GB,1621,2,454.58
2025-05-08,CA,2045,17,3695.98
2025-05-08,GB,1668,7,2368.14
2025-05-09,CA,2107,15,2764.59
2025-05-09,GB,1678,10,2075.99
2025-05-10,CA,2022,16,4116.66
2025-05-10,GB,1906,6,1349.51
2025-05-11,CA,2204,18,4552.32
2025-05-11,GB,2054,9,2231.45
2025-05-12,CA,1929,6,970.5
2025-05-12,GB,1808,11,2886.67
2025-05-13,CA,2125,12,2844.53
2025-05-13,GB,1701,10,2318.18
2025-05-14,CA,1909,6,994.45
2025-05-14,GB,1657,9,2183.28
2025-05-15,CA,1941,15,3170.18
2025-05-15,GB,1677,10,2966.38
2025-05-16,CA,1937,15,4174.38
2025-05-16,GB,1631,4,1360.42
2025-05-17,CA,2259,22,5149.7
2025-05-17,GB,1827,9,2024.76
2025-05-18,CA,2387,15,2662.92
2025-05-18,GB,2009,6,1756.97
2025-05-19,CA,2402,17,3153.88
2025-05-19,GB,1695,3,688.48
2025-05-20,CA,2075,20,4189.6
2025-05-20,GB,1712,3,669.22
2025-05-21,CA,2227,19,3767.51
2025-05-21,GB,1773,7,953.91
2025-05-22,CA,2265,11,2438.44
2025-05-22,GB,1637,6,1824.14
2025-05-23,CA,2123,13,2655.06
2025-05-23,GB,1593,1,135.45
2025-05-24,CA,2315,12,1792.95
2025-05-24,GB,1935,9,2801.75
2025-05-25,CA,2879,27,6010.02
2025-05-25,GB,2504,6,1120.48
2025-05-26,CA,2515,13,2336.82
2025-05-26,GB,2973,5,1173.98
2025-05-27,CA,2341,11,2391.73
2025-05-27,GB,2816,5,846.56
2025-05-28,CA,2316,16,3419.12
2025-05-28,GB,2613,9,1880.05
2025-05-29,CA,2364,16,3476.86
2025-05-29,GB,2565,6,1550.1
2025-05-30,CA,2255,12,1868.79
2025-05-30,GB,2663,14,3458.27
2025-05-31,CA,2531,11,1543.88
2025-05-31,GB,2394,8,1700.76
2025-06-01,CA,2600,16,4367.72
2025-06-01,GB,2501,8,3088.76
2025-06-02,CA,2431,12,2198.74
2025-06-02,GB,2041,2,446.7
2025-06-03,CA,2196,15,3187.96
2025-06-03,GB,2034,9,2522.75
2025-06-04,CA,2178,9,2373.51
2025-06-04,GB,1941,6,1718.41
2025-06-05,CA,2269,4,1002.52
2025-06-05,GB,1892,5,992.49
2025-06-06,CA,2200,17,3684.63
2025-06-06,GB,1713,10,2143.64
2025-06-07,CA,2243,20,4328.2
2025-06-07,GB,2119,3,669.3
2025-06-08,CA,2413,16,2610.8
2025-06-08,GB,2304,2,779.06
2025-06-09,CA,2187,11,2572.92
2025-06-09,GB,1960,9,1861.86
2025-06-10,CA,2213,16,2982.2
2025-06-10,GB,1964,4,1003.82
2025-06-11,CA,2277,15,4500.22
2025-06-11,GB,1867,8,2757.4
2025-06-12,CA,2163,18,3780.56
2025-06-12,GB,1812,9,2280.77
2025-06-13,CA,2163,26,8726.79
2025-06-13,GB,1522,4,2452.8
2025-06-14,CA,2331,22,3284.95
2025-06-14,GB,1810,4,635.61
2025-06-15,CA,2800,30,6323.65
2025-06-15,GB,2238,8,3531.53
2025-06-16,CA,2648,13,2738.61
2025-06-16,GB,2146,5,560.76
2025-06-17,CA,2467,12,3420.86
2025-06-17,GB,1701,2,383.55
2025-06-18,CA,2277,19,3615.75
2025-06-18,GB,1806,6,1262.02
2025-06-19,CA,2249,13,2919.78
2025-06-19,GB,1924,5,875.15
2025-06-20,CA,2291,14,3232.8
2025-06-20,GB,1748,6,4442.76
2025-06-21,CA,2334,8,1491.1
2025-06-21,GB,1767,3,685.93
2025-06-22,CA,2367,16,3921.37
2025-06-22,GB,1971,7,1761.28
2025-06-23,CA,2367,11,2389.5
2025-06-23,GB,1758,6,1483.45
2025-06-24,CA,2158,13,2969.46
2025-06-24,GB,1929,1,466.42
2025-06-25,CA,2025,10,1423.1
2025-06-25,GB,1668,4,1050.45
2025-06-26,CA,2221,16,3025.03
2025-06-26,GB,1675,10,2556.74
2025-06-27,CA,1946,14,2513.77
2025-06-27,GB,1699,7,2052.33
2025-06-28,CA,2153,12,3564.97
2025-06-28,GB,1724,5,997.19
2025-06-29,CA,2277,10,2319.33
2025-06-29,GB,1875,6,1363.4
2025-06-30,CA,2391,16,4779.47
2025-06-30,GB,1647,4,713.57
2025-07-01,CA,2364,14,3243.12
2025-07-01,GB,1708,7,978.74
2025-07-02,CA,2348,15,3267.74
2025-07-02,GB,1726,3,448.82
2025-07-03,CA,2328,16,3350.28
2025-07-03,GB,1636,8,1819.32
2025-07-04,CA,2223,16,3939.03
2025-07-04,GB,1519,8,1995.57
2025-07-05,CA,2444,17,4016.5
2025-07-05,GB,1891,10,1732.06
2025-07-06,CA,2431,18,4009.16
2025-07-06,GB,1966,1,151.95
2025-07-07,CA,2305,17,2955.06
2025-07-07,GB,1768,7,2203.89
2025-07-08,CA,2463,11,2090.34
2025-07-08,GB,1784,9,4761.1
2025-07-09,CA,2440,11,2203.24
2025-07-09,GB,1958,6,1600.95
2025-07-10,CA,3207,33,7150.37
2025-07-10,GB,2029,7,1406.36
2025-07-11,CA,2813,22,5806.23
2025-07-11,GB,2822,6,1598.23
2025-07-12,CA,2580,14,3149.17
2025-07-12,GB,2127,6,1399.22
2025-07-13,CA,2651,17,4488.44
2025-07-13,GB,2243,2,872.77
2025-07-14,CA,2610,16,4151.06
2025-07-14,GB,2289,6,1401.84
2025-07-15,CA,2652,18,3294.4
2025-07-15,GB,2434,5,802.59
2025-07-16,CA,2511,22,5520.65
2025-07-16,GB,2078,6,929.72
2025-07-17,CA,2672,9,1931.88
2025-07-17,GB,2059,7,3574.82
2025-07-18,CA,2809,21,3355.53
2025-07-18,GB,1949,11,2793.28
2025-07-19,CA,2699,28,4928.11
2025-07-19,GB,2060,2,553.12
2025-07-20,CA,2772,19,3614.4
2025-07-20,GB,2246,6,1669.76
2025-07-21,CA,2671,18,3242.81
2025-07-21,GB,2188,4,1602.49
2025-07-22,CA,2557,15,2804.63
2025-07-22,GB,2696,6,1349.23
2025-07-23,CA,2459,19,3701.71
2025-07-23,GB,2108,3,690.93
2025-07-24,CA,2433,10,2151.6
2025-07-24,GB,1997,4,1345.4
2025-07-25,CA,2496,21,4105
2025-07-25,GB,1940,12,1864.44
2025-07-26,CA,2599,19,3729.7
2025-07-26,GB,1912,10,2484.51
2025-07-27,CA,2736,12,2291.21
2025-07-27,GB,2123,9,1650.82
2025-07-28,CA,2674,11,1287.51
2025-07-28,GB,2126,19,1357.24
2025-07-29,CA,2565,16,2720.18
2025-07-29,GB,2187,7,1687.46
2025-07-30,CA,2414,18,4041.43
2025-07-30,GB,2026,4,1016.85
2025-07-31,CA,2555,15,2976.79
2025-07-31,GB,2146,6,1332.4
2025-08-01,CA,2308,15,2762.98
2025-08-01,GB,2099,5,1422.79
2025-08-02,CA,2613,12,1823.61
2025-08-02,GB,2118,4,1200.73
2025-08-03,CA,2898,13,2484.13
2025-08-03,GB,2140,1,350.04
2025-08-04,CA,2869,13,1885.45
2025-08-04,GB,2190,3,457.4
2025-08-05,CA,2777,10,2045.68
2025-08-05,GB,2345,10,2199.17
2025-08-06,CA,2638,19,3066.57
2025-08-06,GB,2254,7,1355.09
2025-08-07,CA,2766,12,2652.01
2025-08-07,GB,2403,4,1602.21
2025-08-08,CA,2517,9,2518.76
2025-08-08,GB,1979,6,1358.74
