Date,Total Downloads
2024-09-08,1714
2024-09-09,1548
2024-09-10,1396
2024-09-11,1594
2024-09-12,1402
2024-09-13,1234
2024-09-14,1509
2024-09-15,1636
2024-09-16,1420
2024-09-17,1416
2024-09-18,1500
2024-09-19,1597
2024-09-20,1572
2024-09-21,1700
2024-09-22,1828
2024-09-23,1548
2024-09-24,1441
2024-09-25,1203
2024-09-26,1409
2024-09-27,1283
2024-09-28,1425
2024-09-29,1580
2024-09-30,1345
2024-10-01,1433
2024-10-02,1219
2024-10-03,1306
2024-10-04,1186
2024-10-05,1419
2024-10-06,1591
2024-10-07,1377
2024-10-08,1460
2024-10-09,1448
2024-10-10,1472
2024-10-11,1496
2024-10-12,1626
2024-10-13,1709
2024-10-14,1696
2024-10-15,1475
2024-10-16,1546
2024-10-17,1674
2024-10-18,1506
2024-10-19,1567
2024-10-20,1816
2024-10-21,1698
2024-10-22,1647
2024-10-23,1660
2024-10-24,1589
2024-10-25,1567
2024-10-26,1765
2024-10-27,1823
2024-10-28,1572
2024-10-29,1379
2024-10-30,1462
2024-10-31,1315
2024-11-01,1320
2024-11-02,1776
2024-11-03,1999
2024-11-04,2002
2024-11-05,1847
2024-11-06,1899
2024-11-07,2148
2024-11-08,2120
2024-11-09,2292
2024-11-10,2400
2024-11-11,2345
2024-11-12,1967
2024-11-13,1818
2024-11-14,1930
2024-11-15,1989
2024-11-16,2260
2024-11-17,2538
2024-11-18,2240
2024-11-19,2082
2024-11-20,2150
2024-11-21,2134
2024-11-22,2217
2024-11-23,2473
2024-11-24,2691
2024-11-25,2789
2024-11-26,2822
2024-11-27,2839
2024-11-28,2948
2024-11-29,4799
2024-11-30,4517
2024-12-01,3739
2024-12-02,4233
2024-12-03,3763
2024-12-04,3430
2024-12-05,3454
2024-12-06,3214
2024-12-07,3336
2024-12-08,3590
2024-12-09,3320
2024-12-10,3092
2024-12-11,2876
2024-12-12,2970
2024-12-13,2846
2024-12-14,3086
2024-12-15,3254
2024-12-16,2913
2024-12-17,2510
2024-12-18,2489
2024-12-19,2465
2024-12-20,2280
2024-12-21,2457
2024-12-22,2293
2024-12-23,2096
2024-12-24,1883
2024-12-25,3093
2024-12-26,4608
2024-12-27,4444
2024-12-28,3291
2024-12-29,2614
2024-12-30,2524
2024-12-31,2097
2025-01-01,1942
2025-01-02,2565
2025-01-03,2396
2025-01-04,2442
2025-01-05,2234
2025-01-06,2122
2025-01-07,1792
2025-01-08,1950
2025-01-09,1917
2025-01-10,2123
2025-01-11,2321
2025-01-12,2326
2025-01-13,1927
2025-01-14,1787
2025-01-15,1963
2025-01-16,1851
2025-01-17,1825
2025-01-18,2167
2025-01-19,2356
2025-01-20,2294
2025-01-21,2072
2025-01-22,1880
2025-01-23,1855
2025-01-24,1908
2025-01-25,2159
2025-01-26,2297
2025-01-27,1854
2025-01-28,1550
2025-01-29,1556
2025-01-30,1637
2025-01-31,1569
2025-02-01,1796
2025-02-02,2011
2025-02-03,1692
2025-02-04,1522
2025-02-05,1532
2025-02-06,1593
2025-02-07,1492
2025-02-08,1904
2025-02-09,1975
2025-02-10,1674
2025-02-11,1646
2025-02-12,1579
2025-02-13,1498
2025-02-14,1472
2025-02-15,1917
2025-02-16,2217
2025-02-17,2204
2025-02-18,1794
2025-02-19,1924
2025-02-20,1909
2025-02-21,1931
2025-02-22,2145
2025-02-23,2441
2025-02-24,2295
2025-02-25,2197
2025-02-26,2186
2025-02-27,2138
2025-02-28,1884
2025-03-01,2084
2025-03-02,2319
2025-03-03,2097
2025-03-04,1861
2025-03-05,1810
2025-03-06,1872
2025-03-07,1808
2025-03-08,1996
2025-03-09,2328
2025-03-10,2012
2025-03-11,1844
2025-03-12,1804
2025-03-13,1774
2025-03-14,1686
2025-03-15,1917
2025-03-16,2164
2025-03-17,1934
2025-03-18,1714
2025-03-19,1621
2025-03-20,1661
2025-03-21,1727
2025-03-22,1824
2025-03-23,1922
2025-03-24,1757
2025-03-25,1631
2025-03-26,1624
2025-03-27,1655
2025-03-28,1544
2025-03-29,1663
2025-03-30,1882
2025-03-31,1718
2025-04-01,1642
2025-04-02,1582
2025-04-03,1643
2025-04-04,1479
2025-04-05,1703
2025-04-06,1760
2025-04-07,1663
2025-04-08,1471
2025-04-09,1432
2025-04-10,1586
2025-04-11,1641
2025-04-12,1777
2025-04-13,1939
2025-04-14,1782
2025-04-15,1568
2025-04-16,1488
2025-04-17,1507
2025-04-18,1549
2025-04-19,1463
2025-04-20,1539
2025-04-21,1616
2025-04-22,1604
2025-04-23,1469
2025-04-24,1464
2025-04-25,1380
2025-04-26,1544
2025-04-27,1782
2025-04-28,1588
2025-04-29,1374
2025-04-30,1409
2025-05-01,1575
2025-05-02,1456
2025-05-03,1649
2025-05-04,1810
2025-05-05,1542
2025-05-06,1358
2025-05-07,1485
2025-05-08,1574
2025-05-09,1482
2025-05-10,1637
2025-05-11,1621
2025-05-12,1524
2025-05-13,1699
2025-05-14,1549
2025-05-15,1627
2025-05-16,1498
2025-05-17,1726
2025-05-18,1885
2025-05-19,1642
2025-05-20,1698
2025-05-21,1693
2025-05-22,1694
2025-05-23,1749
2025-05-24,1920
2025-05-25,2075
2025-05-26,2272
2025-05-27,1930
2025-05-28,1866
2025-05-29,1831
2025-05-30,1762
2025-05-31,1921
2025-06-01,1990
2025-06-02,1827
2025-06-03,6664
2025-06-04,1739
2025-06-05,1839
2025-06-06,1817
2025-06-07,1699
2025-06-08,1988
2025-06-09,1956
2025-06-10,1941
2025-06-11,2008
2025-06-12,1943
2025-06-13,2021
2025-06-14,1935
2025-06-15,1998
2025-06-16,2528
2025-06-17,2214
2025-06-18,2149
2025-06-19,2009
2025-06-20,1877
2025-06-21,1783
2025-06-22,1941
2025-06-23,1957
2025-06-24,1925
2025-06-25,1803
2025-06-26,1965
2025-06-27,1825
2025-06-28,1843
2025-06-29,1974
2025-06-30,2085
2025-07-01,2259
2025-07-02,2287
2025-07-03,2128
2025-07-04,1733
2025-07-05,1850
2025-07-06,2340
2025-07-07,2288
2025-07-08,2519
2025-07-09,2427
2025-07-10,2567
2025-07-11,2474
2025-07-12,2370
2025-07-13,2624
2025-07-14,2696
2025-07-15,2899
2025-07-16,2936
2025-07-17,2770
2025-07-18,2754
2025-07-19,2542
2025-07-20,2713
2025-07-21,2848
2025-07-22,2691
2025-07-23,2733
2025-07-24,2647
2025-07-25,2733
2025-07-26,2803
2025-07-27,2670
2025-07-28,2663
2025-07-29,2607
2025-07-30,2873
2025-07-31,3738
2025-08-01,3846
2025-08-02,3946
2025-08-03,3710
2025-08-04,3462
2025-08-05,3654
2025-08-06,3709
2025-08-07,3330
2025-08-08,2867
2025-08-09,2764
2025-08-10,2859
2025-08-11,2667
2025-08-12,2590
2025-08-13,2681
2025-08-14,2575
2025-08-15,2288
2025-08-16,2513
