Segment,Date,Session Custom Channel Group,Platform,Sessions,Total revenue,Purchases,Engaged sessions,Shipping amount,Tax amount
Good Sessions,8/11/2023,Paid Search,iOS,447,1653.3,12,411,129.5,0
Good Sessions,8/11/2023,Paid Search,web,22541,54390.94,391,19657,3431.5,3005.19
Good Sessions,8/11/2023,Paid Social,web,16507,16325.29,98,14902,725.5,820.75
Good Sessions,8/11/2023,Payment Redirects,web,173,2799.41,16,111,124,177.77
Good Sessions,8/11/2023,Referral,web,146,32.29,1,92,10,1.9
Good Sessions,8/11/2023,SMS,web,8382,17180.9,103,5363,699.5,896.21
Good Sessions,8/11/2023,Unassigned,Android,56,236.02,1,0,0,0
Good Sessions,8/11/2023,Unassigned,iOS,213,218.15,2,0,10,0
Good Sessions,8/11/2023,Unassigned,web,380,2044.73,9,25,45.5,132.62
Good Sessions,8/12/2023,Affiliates,web,2663,22522.77,138,1835,982.5,1151.2
Good Sessions,8/12/2023,Direct,Android,173,0,0,134,0,0
Good Sessions,8/12/2023,Direct,iOS,7651,19366.91,149,6948,1409,0
Good Sessions,8/12/2023,Direct,web,22994,64676.9,471,17251,4116.93,3431.47
Good Sessions,8/12/2023,Display,web,238,0,0,24,0,0
Good Sessions,8/12/2023,Email,iOS,4,0,0,2,0,0
Good Sessions,8/12/2023,Email,web,12599,28076.29,178,8802,1135.99,1500.79
Good Sessions,8/12/2023,Organic Search,Android,197,998.38,7,176,50,0
Good Sessions,8/12/2023,Organic Search,web,6987,14361.19,94,5464,905.29,733.41
Good Sessions,8/12/2023,Organic Shopping,web,93,465.42,4,89,30,34.35
Good Sessions,8/12/2023,Organic Social,Android,79,0,0,72,0,0
Good Sessions,8/12/2023,Organic Social,web,1188,712.2,8,972,60,12
Good Sessions,8/12/2023,Organic Video,web,1,0,0,1,0,0
Good Sessions,8/12/2023,Paid Search,Android,684,1207.24,9,588,63,0
Good Sessions,8/12/2023,Paid Search,iOS,473,1189.85,7,433,30,0
Good Sessions,8/12/2023,Paid Search,web,25174,62081.63,484,22065,4474,3286.99
Good Sessions,8/12/2023,Paid Social,web,16956,15583.88,110,15211,797,784.52
Good Sessions,8/12/2023,Payment Redirects,web,166,1049.81,7,97,64,31.63
Good Sessions,8/12/2023,Referral,web,153,1455.84,6,115,72.67,49.06
Good Sessions,8/12/2023,SMS,web,9081,24790.19,151,5845,994.5,1331.98
Good Sessions,8/12/2023,Unassigned,Android,85,0,0,0,0,0
Good Sessions,8/12/2023,Unassigned,iOS,220,690.57,5,0,52.5,0
Good Sessions,8/12/2023,Unassigned,web,391,2375.78,19,17,155,162.68
Good Sessions,8/13/2023,Affiliates,web,2652,26325.88,152,1850,1092,1404.9
Good Sessions,8/13/2023,Direct,Android,143,1876.19,3,117,47,0
Good Sessions,8/13/2023,Direct,iOS,7704,17581.28,132,6988,1214.5,0
Good Sessions,8/13/2023,Direct,web,23013,68546.96,459,17513,4002.41,4105.1
Good Sessions,8/13/2023,Display,web,435,0,0,34,0,0
Good Sessions,8/13/2023,Email,iOS,2,0,0,2,0,0
Good Sessions,8/13/2023,Email,web,14022,34517.19,192,9275,1228.11,1945.65
Good Sessions,8/13/2023,Organic Search,Android,172,843.75,8,149,63,0
Good Sessions,8/13/2023,Organic Search,web,7401,14385.79,98,5848,818.07,887.11
Good Sessions,8/13/2023,Organic Shopping,web,67,81.98,1,66,10,4.83
Good Sessions,8/13/2023,Organic Social,Android,89,0,0,86,0,0
Good Sessions,8/13/2023,Organic Social,web,1104,1620.81,8,952,20,70.7
Good Sessions,8/13/2023,Organic Video,web,1,0,0,1,0,0
Good Sessions,8/13/2023,Paid Search,Android,595,1107.29,9,493,70,0
Good Sessions,8/13/2023,Paid Search,iOS,410,489.47,4,373,42.5,0
Good Sessions,8/13/2023,Paid Search,web,25262,57863.66,436,22269,4095,3240.01
Good Sessions,8/13/2023,Paid Social,web,17328,14140.05,99,15412,774.5,702.9
Good Sessions,8/13/2023,Payment Redirects,web,156,966.05,5,89,44,54.49
Good Sessions,8/13/2023,Referral,web,168,322,2,114,33.03,3.44
Good Sessions,8/13/2023,SMS,web,9879,17539.09,114,6284,773.5,929.47
Good Sessions,8/13/2023,Unassigned,Android,71,82.07,1,0,10,0
Good Sessions,8/13/2023,Unassigned,iOS,201,1108.19,2,1,10,0
Good Sessions,8/13/2023,Unassigned,web,393,3521.59,23,12,150,217.96
Good Sessions,8/14/2023,Affiliates,web,3824,32931.18,243,2811,1755.5,1784.15
Good Sessions,8/14/2023,Direct,Android,193,381.19,4,164,42.5,0
Good Sessions,8/14/2023,Direct,iOS,7803,31164.88,232,7269,2076.5,0
Good Sessions,8/14/2023,Direct,web,26327,92674.57,712,19855,6088.9,5785.71
Good Sessions,8/14/2023,Display,web,373,252.18,2,45,20,5.05
Good Sessions,8/14/2023,Email,iOS,5,31.54,1,4,10,0
Good Sessions,8/14/2023,Email,web,24120,97657.79,734,17829,5160.4,5691.9
Good Sessions,8/14/2023,Organic Search,Android,211,916.18,10,195,93,0
Good Sessions,8/14/2023,Organic Search,web,7387,12571.19,99,5839,1003.31,647.06
Good Sessions,8/14/2023,Organic Shopping,web,75,49.84,1,70,10,4.74
Good Sessions,8/14/2023,Organic Social,Android,83,52.71,1,68,10,0
Good Sessions,8/14/2023,Organic Social,web,921,1898.27,15,818,100,103.24
Good Sessions,8/14/2023,Organic Video,web,1,0,0,1,0,0
Good Sessions,8/14/2023,Paid Search,Android,666,1336.23,10,552,92.5,0
Good Sessions,8/14/2023,Paid Search,iOS,451,1385.09,11,415,80,0
Good Sessions,8/14/2023,Paid Search,web,23141,71067.18,574,19901,5241,4153.63
Good Sessions,8/14/2023,Paid Social,web,18525,24559.74,161,16718,1063,1299.11
Good Sessions,8/14/2023,Payment Redirects,web,228,2179.99,15,124,135.5,121.41
Good Sessions,8/14/2023,Referral,web,195,461.42,3,142,10,38.16
Good Sessions,8/14/2023,SMS,web,15406,62777.16,461,10175,3259,3631.35
Good Sessions,8/14/2023,Unassigned,Android,66,0,0,0,0,0
Good Sessions,8/14/2023,Unassigned,iOS,191,312.35,2,0,20,0
Good Sessions,8/14/2023,Unassigned,web,452,4578.81,20,15,174.93,350.82
Good Sessions,8/15/2023,Affiliates,web,4333,37529.12,248,3270,1697,2127.6
Good Sessions,8/15/2023,Direct,Android,176,1188.16,9,139,82.5,0
Good Sessions,8/15/2023,Direct,iOS,8137,37960.11,287,7506,2568,0
Good Sessions,8/15/2023,Direct,web,29696,106279.87,812,22254,7297.2,6426.01
Good Sessions,8/15/2023,Display,web,264,0,0,34,0,0
Good Sessions,8/15/2023,Email,iOS,5,0,0,5,0,0
Good Sessions,8/15/2023,Email,web,27157,106685.93,828,19397,6013.14,5848.1
Good Sessions,8/15/2023,Organic Search,Android,198,1368.48,11,175,92.5,0
Good Sessions,8/15/2023,Organic Search,web,7384,19117.74,130,5963,1178.13,1226.68
Good Sessions,8/15/2023,Organic Shopping,web,84,252.14,2,79,10,3.16
Good Sessions,8/15/2023,Organic Social,Android,68,82.07,2,60,20,0
Good Sessions,8/15/2023,Organic Social,web,1626,2686.67,13,1369,176,114.08
Good Sessions,8/15/2023,Paid Search,Android,718,1738.17,15,622,144,0
Good Sessions,8/15/2023,Paid Search,iOS,446,872.95,10,424,112.5,0
Good Sessions,8/15/2023,Paid Search,web,22957,69761.63,580,19757,5242.5,4049.24
Good Sessions,8/15/2023,Paid Social,web,19608,27105,169,17521,1176.5,1479.12
Good Sessions,8/15/2023,Payment Redirects,web,258,3932.1,21,144,144,186.96
Good Sessions,8/15/2023,Referral,web,205,362.55,4,124,30,21.69
Good Sessions,8/15/2023,SMS,web,15184,54702.52,446,10357,3279,3119.49
Good Sessions,8/15/2023,Unassigned,Android,80,140.45,1,6,10,0
Good Sessions,8/15/2023,Unassigned,iOS,236,462.61,3,0,20,0
Good Sessions,8/15/2023,Unassigned,web,585,4289.51,31,27,176,247.52
Good Sessions,8/16/2023,Affiliates,web,3027,27111.47,191,2222,1586,1361.55
Good Sessions,8/16/2023,Direct,Android,151,579.77,5,123,43,0
Good Sessions,8/16/2023,Direct,iOS,7897,27814.53,223,7256,2067,0
Good Sessions,8/16/2023,Direct,web,26139,93916.88,713,20100,6530.59,5269.4
Good Sessions,8/16/2023,Display,web,278,0,0,49,0,0
Good Sessions,8/16/2023,Email,iOS,5,0,0,4,0,0
Good Sessions,8/16/2023,Email,web,23481,75920.69,565,16766,4364.71,4474.31
Good Sessions,8/16/2023,Organic Search,Android,185,721.58,6,167,30,0
Good Sessions,8/16/2023,Organic Search,web,7255,19439.22,113,5853,1048.36,1078.21
Good Sessions,8/16/2023,Organic Shopping,web,80,729.89,5,76,30,35.53
Good Sessions,8/16/2023,Organic Social,Android,67,0,0,58,0,0
Good Sessions,8/16/2023,Organic Social,web,1194,2224.38,15,1055,80,80.41
Good Sessions,8/16/2023,Organic Video,web,1,0,0,1,0,0
Good Sessions,8/16/2023,Paid Search,Android,611,4169.89,20,537,138.5,0
Good Sessions,8/16/2023,Paid Search,iOS,466,1638.76,13,433,144,0
Good Sessions,8/16/2023,Paid Search,web,24003,70019.31,559,20823,5185.5,3863.61
Good Sessions,8/16/2023,Paid Social,web,21420,31945.39,177,19571,1000.5,1759.49
Good Sessions,8/16/2023,Payment Redirects,web,221,4088.77,28,144,184,190.44
Good Sessions,8/16/2023,Referral,web,201,776.62,2,141,0,55.81
Good Sessions,8/16/2023,SMS,web,18227,62885.17,483,11639,3524,3493.31
Good Sessions,8/16/2023,Unassigned,Android,69,0,0,0,0,0
Good Sessions,8/16/2023,Unassigned,iOS,224,921.54,6,0,30,0
Good Sessions,8/16/2023,Unassigned,web,600,5953.14,40,16,294,310.5
Good Sessions,8/17/2023,Affiliates,web,2465,24772.08,144,1812,1262.5,1497.08
Good Sessions,8/17/2023,Direct,Android,182,1700.3,6,154,10,0
Good Sessions,8/17/2023,Direct,iOS,7439,17290.42,112,6747,962,0
Good Sessions,8/17/2023,Direct,web,24222,66433.86,406,18314,3287.83,3910.09
Good Sessions,8/17/2023,Display,web,320,0,0,51,0,0
Good Sessions,8/17/2023,Email,iOS,6,228.06,1,6,0,0
Good Sessions,8/17/2023,Email,web,16442,37989.39,219,11788,1700.66,2343.37
Good Sessions,8/17/2023,Organic Search,Android,196,178.85,3,169,30,0
Good Sessions,8/17/2023,Organic Search,web,7138,17502.82,102,5814,1030.55,932.73
Good Sessions,8/17/2023,Organic Shopping,web,97,294.87,2,92,13,18.12
Good Sessions,8/17/2023,Organic Social,Android,65,0,0,56,0,0
Good Sessions,8/17/2023,Organic Social,web,1428,3221.67,20,1211,123,184.44
Good Sessions,8/17/2023,Paid Search,Android,746,1486.91,12,651,80,0
Good Sessions,8/17/2023,Paid Search,iOS,471,1650.46,10,434,63,0
Good Sessions,8/17/2023,Paid Search,web,21012,52553.92,402,18155,4015,2863.39
Good Sessions,8/17/2023,Paid Social,web,20068,27931.11,169,17623,1198,1392.26
Good Sessions,8/17/2023,Payment Redirects,web,160,1393.48,8,105,40,88.69
Good Sessions,8/17/2023,Referral,web,189,476.77,1,127,27.31,81.74
Good Sessions,8/17/2023,SMS,web,12259,27726.69,154,7714,901,1591.67
Good Sessions,8/17/2023,Unassigned,Android,67,54.51,1,0,10,0
Good Sessions,8/17/2023,Unassigned,iOS,199,122,1,0,10,0
Good Sessions,8/17/2023,Unassigned,web,421,3707.1,19,23,160,237.94
Good Sessions,8/18/2023,Affiliates,web,2603,20069.55,123,1871,925.5,1157.56
Good Sessions,8/18/2023,Direct,Android,162,47.5,1,129,10,0
Good Sessions,8/18/2023,Direct,iOS,7058,17764.15,124,6450,1186,0
Good Sessions,8/18/2023,Direct,web,22482,45994.13,315,17251,2853.33,2480.81
Good Sessions,8/18/2023,Display,web,246,38.89,1,38,10,0
Good Sessions,8/18/2023,Email,Android,2,0,0,2,0,0
Good Sessions,8/18/2023,Email,iOS,3,0,0,3,0,0
Good Sessions,8/18/2023,Email,web,15022,32161.92,179,10736,1160.8,1777.05
Good Sessions,8/18/2023,Organic Search,Android,165,893.98,7,146,50,0
Good Sessions,8/18/2023,Organic Search,web,7450,16668.75,98,5882,941.1,900.73
Good Sessions,8/18/2023,Organic Shopping,web,106,818.54,5,101,33,31.33
Good Sessions,8/18/2023,Organic Social,Android,62,450.29,3,51,20,0
Good Sessions,8/18/2023,Organic Social,web,2217,3876.83,19,1957,138.5,216.06
Good Sessions,8/18/2023,Paid Search,Android,627,1837.76,9,548,55.5,0
Good Sessions,8/18/2023,Paid Search,iOS,446,560.49,6,403,60,0
Good Sessions,8/18/2023,Paid Search,web,19839,48578.64,350,17085,3246,2502.02
Good Sessions,8/18/2023,Paid Social,web,30795,30730.33,157,25335,1032.5,1733.09
Good Sessions,8/18/2023,Payment Redirects,web,186,2070.12,15,119,149,91.88
Good Sessions,8/18/2023,Referral,web,207,535.96,4,144,51.98,141.67
Good Sessions,8/18/2023,SMS,web,9887,24865.68,138,6319,928.5,1501.78
Good Sessions,8/18/2023,Unassigned,Android,58,0,0,0,0,0
Good Sessions,8/18/2023,Unassigned,iOS,183,1252.36,5,0,45.5,0
Good Sessions,8/18/2023,Unassigned,web,411,3176.48,20,13,189.86,193.77
Good Sessions,8/19/2023,Affiliates,web,2169,22551.18,112,1596,921.5,1297.2
Good Sessions,8/19/2023,Direct,Android,176,165.29,2,138,20,0
Good Sessions,8/19/2023,Direct,iOS,7300,15346.22,121,6678,1168,0
Good Sessions,8/19/2023,Direct,web,22721,34766.3,226,17512,2150.03,2020.65
Good Sessions,8/19/2023,Display,web,246,0,0,39,0,0
Good Sessions,8/19/2023,Email,iOS,5,0,0,4,0,0
Good Sessions,8/19/2023,Email,web,17339,37911.86,207,12215,1508.5,2170.06
Good Sessions,8/19/2023,Organic Search,Android,194,111.96,1,166,10,0
Good Sessions,8/19/2023,Organic Search,web,7695,12811.07,78,6166,605.34,731.15
Good Sessions,8/19/2023,Organic Shopping,web,118,555.66,3,116,113.53,3.21
Good Sessions,8/19/2023,Organic Social,Android,64,0,0,54,0,0
Good Sessions,8/19/2023,Organic Social,web,2823,1689.89,9,2502,40,84.87
Good Sessions,8/19/2023,Paid Search,Android,764,1662.84,10,651,85,0
Good Sessions,8/19/2023,Paid Search,iOS,448,781.05,6,407,30,0
Good Sessions,8/19/2023,Paid Search,web,21240,55497.13,369,18677,3270.5,3139.04
Good Sessions,8/19/2023,Paid Social,web,33866,31332.76,169,28207,1102.5,1687.37
Good Sessions,8/19/2023,Payment Redirects,web,120,994.29,7,83,30,50.51
Good Sessions,8/19/2023,Referral,web,136,552.92,5,98,48.45,26.92
Good Sessions,8/19/2023,SMS,web,8777,17307.97,102,5810,665.5,964.89
Good Sessions,8/19/2023,Unassigned,Android,63,0,0,1,0,0
Good Sessions,8/19/2023,Unassigned,iOS,188,271.39,2,9,20,0
Good Sessions,8/19/2023,Unassigned,web,424,3669.85,23,31,152.5,263.06
Good Sessions,8/20/2023,Affiliates,web,2320,17642.9,115,1718,944,960.65
Good Sessions,8/20/2023,Direct,Android,178,638.73,3,148,42.5,0
Good Sessions,8/20/2023,Direct,iOS,7709,18622.95,139,7038,1519.5,0
Good Sessions,8/20/2023,Direct,web,23644,37840.26,258,18409,2250.94,2579.15
Good Sessions,8/20/2023,Display,web,223,0,0,38,0,0
Good Sessions,8/20/2023,Email,iOS,1,0,0,0,0,0
Good Sessions,8/20/2023,Email,web,14317,34632.07,191,9910,1245.72,2437.8
Good Sessions,8/20/2023,Organic Search,Android,193,531.53,3,167,66.5,0
Good Sessions,8/20/2023,Organic Search,web,8101,18168.04,86,6486,757.38,1359.28
Good Sessions,8/20/2023,Organic Shopping,web,109,528.85,1,107,48.13,0
Good Sessions,8/20/2023,Organic Social,Android,73,0,0,59,0,0
Good Sessions,8/20/2023,Organic Social,web,2859,4719.54,22,2540,120,274.81
Good Sessions,8/20/2023,Organic Video,web,2,0,0,1,0,0
Good Sessions,8/20/2023,Paid Search,Android,605,749.77,6,509,62.5,0
Good Sessions,8/20/2023,Paid Search,iOS,457,347.28,4,412,43,0
Good Sessions,8/20/2023,Paid Search,web,22836,55673.2,394,19774,3488.5,3258.77
Good Sessions,8/20/2023,Paid Social,web,34791,30546.29,176,27417,1002.5,1781.91
Good Sessions,8/20/2023,Payment Redirects,web,139,2881.57,16,89,70,187.55
Good Sessions,8/20/2023,Referral,web,174,650.33,3,116,30.36,47.55
Good Sessions,8/20/2023,SMS,web,9151,22359.1,122,6291,718.5,1231.53
Good Sessions,8/20/2023,Unassigned,Android,69,0,0,0,0,0
Good Sessions,8/20/2023,Unassigned,iOS,212,354.04,1,7,0,0
Good Sessions,8/20/2023,Unassigned,web,383,2047.39,15,21,156.5,105.17
Good Sessions,8/21/2023,Affiliates,web,2407,14932.61,92,1637,767,777.57
Good Sessions,8/21/2023,Direct,Android,168,1018.1,3,123,0,0
Good Sessions,8/21/2023,Direct,iOS,7213,16960.36,108,6552,1069.5,0
Good Sessions,8/21/2023,Direct,web,22297,36126.65,248,16995,2436.85,2019.41
Good Sessions,8/21/2023,Display,web,280,0,0,46,0,0
Good Sessions,8/21/2023,Email,iOS,1,0,0,0,0,0
Good Sessions,8/21/2023,Email,web,19325,33106.47,192,13478,1258.54,2021.79
Good Sessions,8/21/2023,Organic Search,Android,162,297.35,2,147,10,0
Good Sessions,8/21/2023,Organic Search,web,7900,10281.48,77,6455,619.24,466.24
Good Sessions,8/21/2023,Organic Shopping,web,59,180.31,2,56,20,12.36
Good Sessions,8/21/2023,Organic Social,Android,64,0,0,58,0,0
Good Sessions,8/21/2023,Organic Social,web,2113,1117.52,6,1845,54,23.43
Good Sessions,8/21/2023,Organic Video,web,5,0,0,4,0,0
Good Sessions,8/21/2023,Paid Search,Android,619,994.4,9,517,95.5,0
Good Sessions,8/21/2023,Paid Search,iOS,436,1101.66,8,404,50,0
Good Sessions,8/21/2023,Paid Search,web,21387,46692.61,329,18559,2913,2666.16
Good Sessions,8/21/2023,Paid Social,web,29231,22371.46,126,22504,834,1166.86
Good Sessions,8/21/2023,Payment Redirects,web,161,2221.77,11,107,116.5,112.45
Good Sessions,8/21/2023,Referral,web,227,172.59,2,147,20,11.02
Good Sessions,8/21/2023,SMS,web,11463,24849.15,126,6732,832,1510.25
Good Sessions,8/21/2023,Unassigned,Android,65,152.44,1,0,10,0
Good Sessions,8/21/2023,Unassigned,iOS,187,674.75,3,0,23,0
Good Sessions,8/21/2023,Unassigned,web,417,2856.91,14,23,126.5,189.26
Good Sessions,8/22/2023,Affiliates,web,2185,17026.64,107,1604,848.5,889.02
Good Sessions,8/22/2023,Direct,Android,191,423.67,3,149,23,0
Good Sessions,8/22/2023,Direct,iOS,6654,13969.45,115,6090,1214.5,0
Good Sessions,8/22/2023,Direct,web,22076,35958.52,225,17210,1932.8,2038.52
Good Sessions,8/22/2023,Display,web,292,0,0,59,0,0
Good Sessions,8/22/2023,Email,iOS,3,0,0,3,0,0
Good Sessions,8/22/2023,Email,web,18295,32816.6,188,12505,1408.91,1694.74
Good Sessions,8/22/2023,Organic Search,Android,176,1121.65,6,161,65.5,0
Good Sessions,8/22/2023,Organic Search,web,7532,11006.42,71,6005,688.14,660.31
Good Sessions,8/22/2023,Organic Shopping,web,63,522.41,2,60,13,47.01
Good Sessions,8/22/2023,Organic Social,Android,60,0,0,52,0,0
Good Sessions,8/22/2023,Organic Social,web,1686,1610.92,9,1466,60.14,75.43
Good Sessions,8/22/2023,Paid Search,Android,667,2157.02,12,570,83,0
Good Sessions,8/22/2023,Paid Search,iOS,456,743.25,5,422,70,0
Good Sessions,8/22/2023,Paid Search,web,23511,54322.88,367,20802,3599.5,3050.96
Good Sessions,8/22/2023,Paid Social,web,24866,21089.38,112,19699,757.5,1240.42
Good Sessions,8/22/2023,Payment Redirects,web,167,2949.77,15,113,72.5,117.69
Good Sessions,8/22/2023,Referral,web,190,522.62,3,137,23.4,45.87
Good Sessions,8/22/2023,SMS,web,10500,20745.21,113,6411,731.5,1183.32
Good Sessions,8/22/2023,Unassigned,Android,76,0,0,0,0,0
Good Sessions,8/22/2023,Unassigned,iOS,167,0,0,0,0,0
Good Sessions,8/22/2023,Unassigned,web,399,3849.1,13,10,53,194.79
Good Sessions,8/23/2023,Affiliates,web,2136,20814.67,117,1576,1031.5,1136.39
Good Sessions,8/23/2023,Direct,Android,178,585.84,2,146,13,0
Good Sessions,8/23/2023,Direct,iOS,6777,18117.64,116,6166,1180,0
Good Sessions,8/23/2023,Direct,web,23235,33916.37,226,17740,2190.39,2106.98
Good Sessions,8/23/2023,Display,web,273,0,0,54,0,0
Good Sessions,8/23/2023,Email,iOS,3,0,0,3,0,0
Good Sessions,8/23/2023,Email,web,20341,37049.87,223,13869,1492.14,2109.64
Good Sessions,8/23/2023,Organic Search,Android,183,701.9,5,167,30,0
Good Sessions,8/23/2023,Organic Search,web,7606,14171.22,82,5982,681.05,813.34
Good Sessions,8/23/2023,Organic Shopping,web,67,0,0,66,0,0
Good Sessions,8/23/2023,Organic Social,Android,52,0,0,44,0,0
Good Sessions,8/23/2023,Organic Social,web,1591,1597.33,9,1374,64,76.19
Good Sessions,8/23/2023,Organic Video,web,2,0,0,1,0,0
Good Sessions,8/23/2023,Paid Search,Android,623,1814.83,8,545,114,0
Good Sessions,8/23/2023,Paid Search,iOS,457,857.59,7,421,72.5,0
Good Sessions,8/23/2023,Paid Search,web,22925,51660.05,389,20123,3745.5,2930.62
Good Sessions,8/23/2023,Paid Social,web,23172,17534.39,105,18454,840.5,1036.11
Good Sessions,8/23/2023,Payment Redirects,web,112,743.45,7,68,106.5,42.13
Good Sessions,8/23/2023,Referral,web,174,462.88,2,126,10,7.74
Good Sessions,8/23/2023,SMS,web,10208,22084.02,135,6366,1060,1222.51
Good Sessions,8/23/2023,Unassigned,Android,72,0,0,0,0,0
Good Sessions,8/23/2023,Unassigned,iOS,184,363.5,1,0,0,0
Good Sessions,8/23/2023,Unassigned,web,371,2392.24,11,10,108,174.58
Good Sessions,8/24/2023,Affiliates,web,2359,22854.7,144,1733,1227.5,1342.55
Good Sessions,8/24/2023,Direct,Android,220,225.81,1,182,0,0
Good Sessions,8/24/2023,Direct,iOS,6840,23316.2,137,6278,1213.5,0
Good Sessions,8/24/2023,Direct,web,23263,47439.97,292,17751,2452.98,2809.82
Good Sessions,8/24/2023,Display,web,266,0,0,48,0,0
Good Sessions,8/24/2023,Email,iOS,3,0,0,2,0,0
Good Sessions,8/24/2023,Email,web,18343,55498.75,356,12996,2283.57,3032.77
Good Sessions,8/24/2023,Organic Search,Android,197,474.83,4,171,54,0
Good Sessions,8/24/2023,Organic Search,web,7426,12686.9,89,6033,699.18,697.26
Good Sessions,8/24/2023,Organic Shopping,web,70,1184.73,8,68,76,67.85
Good Sessions,8/24/2023,Organic Social,Android,52,144.41,1,46,10,0
Good Sessions,8/24/2023,Organic Social,web,1847,1263.6,8,1648,63,72.8
Good Sessions,8/24/2023,Organic Video,web,1,0,0,0,0,0
Good Sessions,8/24/2023,Paid Search,Android,820,1352.48,12,693,128,0
Good Sessions,8/24/2023,Paid Search,iOS,427,612.06,5,394,55.5,0
Good Sessions,8/24/2023,Paid Search,web,21888,56466.42,429,19244,3863.18,3118.99
Good Sessions,8/24/2023,Paid Social,web,22932,26722.94,154,18650,989,1418.47
Good Sessions,8/24/2023,Payment Redirects,web,156,2939.88,15,108,73,184.38
Good Sessions,8/24/2023,Referral,web,198,771.88,5,152,60.23,123.91
Good Sessions,8/24/2023,SMS,web,13855,37377.93,246,8614,1872.5,2112.19
Good Sessions,8/24/2023,Unassigned,Android,64,274.46,1,0,0,0
Good Sessions,8/24/2023,Unassigned,iOS,142,315,3,0,36,0
Good Sessions,8/24/2023,Unassigned,web,387,1765.68,11,7,80,69.03
Good Sessions,8/25/2023,Affiliates,web,2153,25659.19,148,1573,708.5,1428.07
Good Sessions,8/25/2023,Direct,Android,195,278.17,2,162,0,0
Good Sessions,8/25/2023,Direct,iOS,6834,20553.84,152,6198,1060.5,0
Good Sessions,8/25/2023,Direct,web,21779,46376.95,319,17260,2167.17,2566.54
Good Sessions,8/25/2023,Display,web,242,0,0,41,0,0
Good Sessions,8/25/2023,Email,iOS,1,0,0,1,0,0
Good Sessions,8/25/2023,Email,web,13434,54246.92,315,9586,1768,2978.57
Good Sessions,8/25/2023,Organic Search,Android,176,321.82,3,152,20,0
Good Sessions,8/25/2023,Organic Search,web,7151,13673.84,78,5600,480.56,635.96
Good Sessions,8/25/2023,Organic Shopping,web,90,1099.88,5,90,33,63.58
Good Sessions,8/25/2023,Organic Social,Android,38,0,0,29,0,0
Good Sessions,8/25/2023,Organic Social,web,1761,4571.68,17,1566,82.5,311.15
Good Sessions,8/25/2023,Organic Video,web,1,0,0,1,0,0
Good Sessions,8/25/2023,Paid Search,Android,845,2762.89,15,711,95,0
Good Sessions,8/25/2023,Paid Search,iOS,469,958.42,6,438,40,0
Good Sessions,8/25/2023,Paid Search,web,22686,58147.55,452,19718,3597.5,3329.44
Good Sessions,8/25/2023,Paid Social,web,23251,29890.64,176,19318,1021.5,1663.5
Good Sessions,8/25/2023,Payment Redirects,web,149,2716.31,15,96,108,175.2
Good Sessions,8/25/2023,Referral,web,162,1731.49,5,131,93.61,518.46
Good Sessions,8/25/2023,SMS,web,12496,46764.77,301,8245,1468,2627.87
Good Sessions,8/25/2023,Unassigned,Android,65,0,0,0,0,0
Good Sessions,8/25/2023,Unassigned,iOS,173,220.64,1,0,0,0
Good Sessions,8/25/2023,Unassigned,web,393,1883.51,15,9,122.5,90.13
Good Sessions,8/26/2023,Affiliates,web,2142,24978.7,156,1563,926.5,1350.88
Good Sessions,8/26/2023,Direct,Android,230,718.92,6,187,52.5,0
Good Sessions,8/26/2023,Direct,iOS,7069,18067.65,131,6409,901.5,0
Good Sessions,8/26/2023,Direct,web,22672,38574.65,274,17875,1790.36,2610.39
Good Sessions,8/26/2023,Display,web,183,0,0,33,0,0
Good Sessions,8/26/2023,Email,iOS,1,0,0,1,0,0
Good Sessions,8/26/2023,Email,web,14011,49222.69,282,9861,1272.83,2592.52
Good Sessions,8/26/2023,Organic Search,Android,179,308.58,2,157,0,0
Good Sessions,8/26/2023,Organic Search,web,7128,11944.98,74,5660,508.49,753.33
Good Sessions,8/26/2023,Organic Shopping,web,113,70.27,1,113,10,0
Good Sessions,8/26/2023,Organic Social,Android,62,0,0,55,0,0
Good Sessions,8/26/2023,Organic Social,web,1698,3389.92,21,1497,147.5,172.01
Good Sessions,8/26/2023,Organic Video,web,2,0,0,1,0,0
Good Sessions,8/26/2023,Paid Search,Android,898,531.49,5,803,20,0
Good Sessions,8/26/2023,Paid Search,iOS,560,748.18,7,518,86.5,0
Good Sessions,8/26/2023,Paid Search,web,25633,62484.44,441,22884,2714,3570.85
Good Sessions,8/26/2023,Paid Social,web,24424,31121.73,193,20946,803.5,1668.79
Good Sessions,8/26/2023,Payment Redirects,web,125,1288.57,7,76,0,82.86
Good Sessions,8/26/2023,Referral,web,129,490.06,3,89,9.64,7.46
Good Sessions,8/26/2023,SMS,web,10560,33152.65,204,6352,818,1818.26
Good Sessions,8/26/2023,Unassigned,Android,68,185.85,1,0,0,0
Good Sessions,8/26/2023,Unassigned,iOS,189,76.01,1,0,13,0
Good Sessions,8/26/2023,Unassigned,web,383,2943.62,19,16,95.5,192.31
Good Sessions,8/27/2023,Affiliates,web,2054,13956.41,90,1544,745,745.25
Good Sessions,8/27/2023,Direct,Android,196,348.79,2,161,0,0
Good Sessions,8/27/2023,Direct,iOS,6871,17703.82,116,6279,1109,0
Good Sessions,8/27/2023,Direct,web,23269,42628.9,251,17547,2016.51,2760.81
Good Sessions,8/27/2023,Display,web,42,145.03,1,6,10,11.65
