Segment,Date,Session Custom Channel Group,Platform,Sessions,Total revenue,Purchases,Engaged sessions,Shipping amount,Tax amount
Good Sessions,7/17/2024,Direct,iOS,12210,35170.3,286,11315,2460.01,2177.88
Good Sessions,7/17/2024,Direct,web,23449,58263.14,427,11997,3662.12,3623.1
Good Sessions,7/17/2024,Display,Android,18,472.92,1,15,0,34.02
Good Sessions,7/17/2024,Display,iOS,16,0,0,15,0,0
Good Sessions,7/17/2024,Display,web,1821,0,0,201,0,0
Good Sessions,7/17/2024,Email,web,20236,62289.4,370,11317,2272.89,3921.85
Good Sessions,7/17/2024,Mobile Push Notifications,Android,222,238.26,1,189,0,15.59
Good Sessions,7/17/2024,Mobile Push Notifications,iOS,1082,4145.09,32,1011,199.8,233.96
Good Sessions,7/17/2024,Organic Search,Android,262,1179.47,8,234,39.96,83.85
Good Sessions,7/17/2024,Organic Search,web,9051,18304.1,128,5964,1148.51,988.4
Good Sessions,7/17/2024,Organic Shopping,web,349,1308.01,8,207,117.93,91.46
Good Sessions,7/17/2024,Organic Social,Android,173,64.35,1,127,9.99,4.37
Good Sessions,7/17/2024,Organic Social,web,1687,6245.57,24,954,89.91,129.79
Good Sessions,7/17/2024,Organic Video,web,1,0,0,0,0,0
Good Sessions,7/17/2024,Paid Other,Android,2,0,0,2,0,0
Good Sessions,7/17/2024,Paid Other,iOS,5,0,0,5,0,0
Good Sessions,7/17/2024,Paid Other,web,7,0,0,1,0,0
Good Sessions,7/17/2024,Paid Search,Android,993,3174.25,28,852,304.8,177.57
Good Sessions,7/17/2024,Paid Search,iOS,519,1072.27,10,479,79.92,66.64
Good Sessions,7/17/2024,Paid Search,web,34525,80525.49,668,21909,6360.22,4760.22
Good Sessions,7/17/2024,Paid Social,web,23576,23249.02,175,10694,1290.79,1408.29
Good Sessions,7/17/2024,Paid Video,web,10,0,0,1,0,0
Good Sessions,7/17/2024,Payment Redirects,web,2,0,0,2,0,0
Good Sessions,7/17/2024,Referral,web,193,619.99,3,117,21.51,67.47
Good Sessions,7/17/2024,SMS,web,14513,47850.64,306,8399,2106.22,2773.55
Good Sessions,7/17/2024,Unassigned,Android,94,75.67,1,0,9.99,5.7
Good Sessions,7/17/2024,Unassigned,iOS,391,824.1,6,3,39.96,41.67
Good Sessions,7/17/2024,Unassigned,web,997,6704.66,42,3,284.72,380.49
Good Sessions,7/18/2024,Affiliates,web,3286,33882.45,231,2235,1673.66,2013.8
Good Sessions,7/18/2024,Direct,Android,276,533.91,4,211,39.96,33.72
Good Sessions,7/18/2024,Direct,iOS,13241,44830.71,329,12003,2675.81,2790.16
Good Sessions,7/18/2024,Direct,web,24829,65408.13,491,13014,4073.29,3905.35
Good Sessions,7/18/2024,Display,Android,22,0,0,18,0,0
Good Sessions,7/18/2024,Display,iOS,12,0,0,11,0,0
Good Sessions,7/18/2024,Display,web,1485,0,0,169,0,0
Good Sessions,7/18/2024,Email,web,20079,59380.46,381,11786,2509.01,3547.52
Good Sessions,7/18/2024,Mobile Push Notifications,Android,381,1409.59,7,321,39.96,97.01
Good Sessions,7/18/2024,Mobile Push Notifications,iOS,1388,4540,27,1269,169.83,229.74
Good Sessions,7/18/2024,Organic Search,Android,269,1452.62,9,233,59.94,107.7
Good Sessions,7/18/2024,Organic Search,web,8437,22926.62,149,5555,1324.51,1247.7
Good Sessions,7/18/2024,Organic Shopping,web,344,1748.96,13,198,94.91,91.15
Good Sessions,7/18/2024,Organic Social,Android,190,0,0,144,0,0
Good Sessions,7/18/2024,Organic Social,web,2015,2131.03,19,1170,162.88,109.76
Good Sessions,7/18/2024,Organic Video,web,4,0,0,1,0,0
Good Sessions,7/18/2024,Paid Other,Android,2,0,0,2,0,0
Good Sessions,7/18/2024,Paid Other,iOS,3,0,0,2,0,0
Good Sessions,7/18/2024,Paid Other,web,39,0,0,9,0,0
Good Sessions,7/18/2024,Paid Search,Android,1105,2929.36,21,937,216.9,156.17
Good Sessions,7/18/2024,Paid Search,iOS,537,873.23,11,497,104.9,49.47
Good Sessions,7/18/2024,Paid Search,web,40745,101588.38,841,25265,8143.9,6079.3
Good Sessions,7/18/2024,Paid Social,web,42413,46381.26,366,20500,2853.45,2628.63
Good Sessions,7/18/2024,Paid Video,web,4,0,0,1,0,0
Good Sessions,7/18/2024,Referral,web,185,561.96,3,124,60.02,69.35
Good Sessions,7/18/2024,SMS,web,12830,41843.08,271,7209,1693.52,2480.19
Good Sessions,7/18/2024,Unassigned,Android,93,0,0,0,0,0
Good Sessions,7/18/2024,Unassigned,iOS,445,875.7,6,2,39.96,46.19
Good Sessions,7/18/2024,Unassigned,web,1433,7618.25,47,10,481.74,515.37
Good Sessions,7/19/2024,Affiliates,web,4431,42841.4,275,2797,1807.5,2468.98
Good Sessions,7/19/2024,Direct,Android,278,1684.43,7,216,29.97,104.89
Good Sessions,7/19/2024,Direct,iOS,12555,42393.65,338,11598,2802.46,2576.1
Good Sessions,7/19/2024,Direct,web,23245,66390.18,515,12502,3933.54,3955.38
Good Sessions,7/19/2024,Display,Android,16,0,0,12,0,0
Good Sessions,7/19/2024,Display,iOS,11,0,0,10,0,0
Good Sessions,7/19/2024,Display,web,1675,0,0,183,0,0
Good Sessions,7/19/2024,Email,web,20501,60893.61,385,11826,2418.21,3613.19
Good Sessions,7/19/2024,Mobile Push Notifications,Android,214,1060.54,8,182,102.94,52.88
Good Sessions,7/19/2024,Mobile Push Notifications,iOS,1016,3073.56,24,954,149.85,180.97
Good Sessions,7/19/2024,Organic Search,Android,232,945.48,7,199,70.96,72.47
Good Sessions,7/19/2024,Organic Search,web,8893,21346.26,139,5744,1183.48,1303.39
Good Sessions,7/19/2024,Organic Shopping,web,306,820.17,8,181,69.93,52.79
Good Sessions,7/19/2024,Organic Social,Android,174,132.3,1,123,9.99,6.92
Good Sessions,7/19/2024,Organic Social,web,1842,4611.12,31,1101,139.86,236.27
Good Sessions,7/19/2024,Organic Video,web,2,0,0,1,0,0
Good Sessions,7/19/2024,Paid Other,iOS,2,151.86,1,2,9.99,11.57
Good Sessions,7/19/2024,Paid Other,web,20,0,0,7,0,0
Good Sessions,7/19/2024,Paid Search,Android,962,2098.67,16,813,89.91,144.15
Good Sessions,7/19/2024,Paid Search,iOS,515,1268.27,12,480,99.9,90.51
Good Sessions,7/19/2024,Paid Search,web,37227,96119.98,837,23944,7476.18,5601.55
Good Sessions,7/19/2024,Paid Social,web,45038,46173.9,378,20782,2945.22,2612.75
Good Sessions,7/19/2024,Paid Video,web,2,0,0,0,0,0
Good Sessions,7/19/2024,Payment Redirects,web,2,0,0,2,0,0
Good Sessions,7/19/2024,Referral,web,155,1791.89,7,105,144.19,338.34
Good Sessions,7/19/2024,SMS,web,12676,44106,283,6665,1859.36,2671
Good Sessions,7/19/2024,Unassigned,Android,94,0,0,0,0,0
Good Sessions,7/19/2024,Unassigned,iOS,454,1838.04,11,2,59.94,124.62
Good Sessions,7/19/2024,Unassigned,web,1295,7049.57,43,3,292.75,484.72
Good Sessions,7/20/2024,Affiliates,web,3201,40055.26,242,2117,1463.67,2098.88
Good Sessions,7/20/2024,Direct,Android,270,568.95,5,215,39.96,41.28
Good Sessions,7/20/2024,Direct,iOS,13210,40180.42,315,12000,2454.76,2454.57
Good Sessions,7/20/2024,Direct,web,23468,55022.14,407,12030,3535.62,3197.11
Good Sessions,7/20/2024,Display,Android,18,49.98,1,15,9.99,0
Good Sessions,7/20/2024,Display,iOS,15,182.63,1,11,0,10.34
Good Sessions,7/20/2024,Display,web,1637,0,0,164,0,0
Good Sessions,7/20/2024,Email,web,17090,48844.92,318,9401,2093.82,2738.9
Good Sessions,7/20/2024,Mobile Push Notifications,Android,289,648.04,6,235,39.96,34.52
Good Sessions,7/20/2024,Mobile Push Notifications,iOS,1332,3741.73,26,1210,154.85,243.99
Good Sessions,7/20/2024,Organic Search,Android,246,983.65,8,206,54.95,62.58
Good Sessions,7/20/2024,Organic Search,web,9605,20528.27,119,6401,920.15,1284.41
Good Sessions,7/20/2024,Organic Shopping,web,397,728.86,5,225,39.96,47.12
Good Sessions,7/20/2024,Organic Social,Android,188,383.95,3,152,29.97,25.35
Good Sessions,7/20/2024,Organic Social,web,1738,2047.54,14,1059,69.93,104.79
Good Sessions,7/20/2024,Organic Video,web,3,0,0,3,0,0
Good Sessions,7/20/2024,Paid Other,Android,3,0,0,3,0,0
Good Sessions,7/20/2024,Paid Other,iOS,3,0,0,3,0,0
Good Sessions,7/20/2024,Paid Other,web,24,0,0,4,0,0
Good Sessions,7/20/2024,Paid Search,Android,1029,3459.76,22,882,180.85,184.43
Good Sessions,7/20/2024,Paid Search,iOS,509,2036.69,13,477,99.9,91.97
Good Sessions,7/20/2024,Paid Search,web,37420,89218.98,748,23682,6626.47,5313.19
Good Sessions,7/20/2024,Paid Social,web,44197,47135.32,371,20201,2937.36,2787.64
Good Sessions,7/20/2024,Paid Video,web,2,0,0,1,0,0
Good Sessions,7/20/2024,Payment Redirects,web,1,0,0,1,0,0
Good Sessions,7/20/2024,Referral,web,110,2364.27,6,73,67.82,303.44
Good Sessions,7/20/2024,SMS,web,11368,34735.31,222,6310,1284.86,2185.97
Good Sessions,7/20/2024,Unassigned,Android,81,141.37,1,1,9.99,11.4
Good Sessions,7/20/2024,Unassigned,iOS,462,561.15,5,2,29.97,41.87
Good Sessions,7/20/2024,Unassigned,web,1103,8310.96,39,8,169.83,515.83
Good Sessions,7/21/2024,Affiliates,web,3244,43632.41,259,2141,1938.73,2517.79
Good Sessions,7/21/2024,Direct,Android,242,159.94,1,183,9.99,0
Good Sessions,7/21/2024,Direct,iOS,13842,41498.26,319,12889,2616.71,2608.39
Good Sessions,7/21/2024,Direct,web,26303,59236.04,444,14353,3751.45,3635.29
Good Sessions,7/21/2024,Display,Android,15,0,0,9,0,0
Good Sessions,7/21/2024,Display,iOS,13,31.73,1,13,9.99,1.75
Good Sessions,7/21/2024,Display,web,1525,0,0,155,0,0
Good Sessions,7/21/2024,Email,web,16073,47390.46,300,9358,1906.45,2817.22
Good Sessions,7/21/2024,Mobile Push Notifications,Android,181,697.42,3,160,9.99,21.73
Good Sessions,7/21/2024,Mobile Push Notifications,iOS,1055,3507.06,30,991,257.79,229.51
Good Sessions,7/21/2024,Organic Search,Android,239,653.56,6,220,49.95,42.49
Good Sessions,7/21/2024,Organic Search,web,12005,20504.12,156,7955,1349.88,1174.85
Good Sessions,7/21/2024,Organic Shopping,web,516,726.18,9,281,89.91,36.42
Good Sessions,7/21/2024,Organic Social,Android,198,0,0,161,0,0
Good Sessions,7/21/2024,Organic Social,web,1903,3203.71,21,1078,130.9,152.45
Good Sessions,7/21/2024,Paid Other,Android,1,0,0,1,0,0
Good Sessions,7/21/2024,Paid Other,iOS,3,0,0,3,0,0
Good Sessions,7/21/2024,Paid Other,web,42,0,0,12,0,0
Good Sessions,7/21/2024,Paid Search,Android,1003,3677.26,18,858,161.9,241.93
Good Sessions,7/21/2024,Paid Search,iOS,543,1680.97,15,512,153.92,95.59
Good Sessions,7/21/2024,Paid Search,web,45165,93342.53,751,28555,6660.55,5652.99
Good Sessions,7/21/2024,Paid Social,web,45478,46912.35,337,20631,2359.77,2674.09
Good Sessions,7/21/2024,Paid Video,web,2,0,0,0,0,0
Good Sessions,7/21/2024,Payment Redirects,web,1,0,0,0,0,0
Good Sessions,7/21/2024,Referral,web,156,283.9,2,99,31,10.68
Good Sessions,7/21/2024,SMS,web,13501,42168.97,262,7565,1724.53,2534.52
Good Sessions,7/21/2024,Unassigned,Android,85,0,0,0,0,0
Good Sessions,7/21/2024,Unassigned,iOS,446,605.52,5,0,77.97,35.26
Good Sessions,7/21/2024,Unassigned,web,1204,5138.37,37,4,318.76,236.4
Good Sessions,7/22/2024,Affiliates,web,3183,29830.35,197,2104,1418.91,1681.75
Good Sessions,7/22/2024,Direct,Android,258,525.31,4,210,29.97,38.48
Good Sessions,7/22/2024,Direct,iOS,14483,39643.55,295,13324,2477.88,2450.41
Good Sessions,7/22/2024,Direct,web,27071,61070.33,469,14385,4086.51,3754.64
Good Sessions,7/22/2024,Display,Android,18,74.96,1,15,9.99,3.68
Good Sessions,7/22/2024,Display,iOS,11,0,0,10,0,0
Good Sessions,7/22/2024,Display,web,1681,130.58,1,155,9.99,9.29
Good Sessions,7/22/2024,Email,web,19347,49455.79,317,11387,2288.44,2888.06
Good Sessions,7/22/2024,Mobile Push Notifications,Android,283,411.97,6,230,59.94,17.74
Good Sessions,7/22/2024,Mobile Push Notifications,iOS,1373,1483.09,12,1256,84.92,109.34
Good Sessions,7/22/2024,Organic Search,Android,253,1060.22,7,217,39.96,29.3
Good Sessions,7/22/2024,Organic Search,web,10834,21942.89,138,6870,1145.22,1426.75
Good Sessions,7/22/2024,Organic Shopping,web,351,436.69,5,191,91.97,29.39
Good Sessions,7/22/2024,Organic Social,Android,208,0,0,168,0,0
Good Sessions,7/22/2024,Organic Social,web,1965,4418.62,27,1165,177.87,190.72
Good Sessions,7/22/2024,Paid Other,Android,1,0,0,1,0,0
Good Sessions,7/22/2024,Paid Other,iOS,5,74.22,1,4,14.99,4.26
Good Sessions,7/22/2024,Paid Other,web,29,0,0,9,0,0
Good Sessions,7/22/2024,Paid Search,Android,1053,2063.04,14,858,89.91,122.48
Good Sessions,7/22/2024,Paid Search,iOS,557,1382.8,12,508,79.92,78.22
Good Sessions,7/22/2024,Paid Search,web,42790,83517.68,688,26808,6236.14,4976.62
Good Sessions,7/22/2024,Paid Social,web,45320,40222.68,319,21421,2456.74,2327.01
Good Sessions,7/22/2024,Paid Video,web,2,0,0,1,0,0
Good Sessions,7/22/2024,Payment Redirects,web,3,179.76,1,2,0,13.16
Good Sessions,7/22/2024,Referral,web,191,636.68,2,123,58.57,19.11
Good Sessions,7/22/2024,SMS,web,13915,45567.9,278,7806,1810.5,2717.2
Good Sessions,7/22/2024,Unassigned,Android,96,461.14,3,1,34.97,24.94
Good Sessions,7/22/2024,Unassigned,iOS,455,396.6,4,0,29.97,29.92
Good Sessions,7/22/2024,Unassigned,web,1205,4721.82,32,7,204.8,274.87
Good Sessions,7/23/2024,Affiliates,web,4114,34179.9,209,2600,1578.85,2203.85
Good Sessions,7/23/2024,Direct,Android,287,1008.95,4,206,52.99,53.55
Good Sessions,7/23/2024,Direct,iOS,14114,39847.31,289,12917,2681.95,2438.44
Good Sessions,7/23/2024,Direct,web,25629,61542.92,457,14151,3922.91,3864.43
Good Sessions,7/23/2024,Display,Android,25,0,0,19,0,0
Good Sessions,7/23/2024,Display,iOS,11,0,0,10,0,0
Good Sessions,7/23/2024,Display,web,952,0,0,86,0,0
Good Sessions,7/23/2024,Email,web,17395,48447.06,306,10235,1840.35,3015.13
Good Sessions,7/23/2024,Mobile Push Notifications,Android,318,949.83,3,266,9.99,70.35
Good Sessions,7/23/2024,Mobile Push Notifications,iOS,1426,3494.72,25,1295,197.85,233.85
Good Sessions,7/23/2024,Organic Search,Android,235,42.68,1,199,9.99,2.7
Good Sessions,7/23/2024,Organic Search,web,10172,16906.49,113,6481,1025.23,944.62
Good Sessions,7/23/2024,Organic Shopping,web,385,458.23,5,233,49.95,25.97
Good Sessions,7/23/2024,Organic Social,Android,154,32.45,1,124,9.99,2.47
Good Sessions,7/23/2024,Organic Social,web,1835,2837.55,15,1095,49.95,132.56
Good Sessions,7/23/2024,Organic Video,web,1,0,0,0,0,0
Good Sessions,7/23/2024,Paid Other,Android,3,151.16,1,2,9.99,11.2
Good Sessions,7/23/2024,Paid Other,iOS,3,0,0,3,0,0
Good Sessions,7/23/2024,Paid Other,web,27,0,0,5,0,0
Good Sessions,7/23/2024,Paid Search,Android,1114,2065.72,11,940,90.94,132.85
Good Sessions,7/23/2024,Paid Search,iOS,559,1219.12,6,518,29.97,44.15
Good Sessions,7/23/2024,Paid Search,web,39441,80018.83,663,24271,6183.34,4964.95
Good Sessions,7/23/2024,Paid Social,web,46183,38486.98,291,21354,2146.02,2250.37
Good Sessions,7/23/2024,Paid Video,web,3,0,0,0,0,0
Good Sessions,7/23/2024,Referral,web,213,227.25,3,132,21.51,4.57
Good Sessions,7/23/2024,SMS,web,12024,30789.95,187,6583,1175.03,1953.25
Good Sessions,7/23/2024,Unassigned,Android,96,0,0,0,0,0
Good Sessions,7/23/2024,Unassigned,iOS,438,1225.2,8,7,39.96,90.36
Good Sessions,7/23/2024,Unassigned,web,1189,3908.26,28,9,185.76,237.95
Good Sessions,7/24/2024,Affiliates,web,4790,41503.57,237,2924,1640.76,2551.96
Good Sessions,7/24/2024,Direct,Android,241,955.7,9,194,74.93,53.3
Good Sessions,7/24/2024,Direct,iOS,13042,39224.46,295,11922,2770.92,2287.41
Good Sessions,7/24/2024,Direct,web,25161,63991.11,481,13872,3953.21,3848.24
Good Sessions,7/24/2024,Display,Android,23,0,0,17,0,0
Good Sessions,7/24/2024,Display,iOS,15,0,0,14,0,0
Good Sessions,7/24/2024,Display,web,241,0,0,29,0,0
Good Sessions,7/24/2024,Email,web,22024,56749.54,400,13690,2776.93,3422.4
Good Sessions,7/24/2024,Mobile Push Notifications,Android,189,268.07,4,157,39.96,20.66
Good Sessions,7/24/2024,Mobile Push Notifications,iOS,1085,1901.74,14,1017,115.92,112.2
Good Sessions,7/24/2024,Organic Search,Android,226,926.07,7,201,49.95,66.15
Good Sessions,7/24/2024,Organic Search,web,10385,17063.87,122,6933,1177.17,1050.54
Good Sessions,7/24/2024,Organic Shopping,web,384,389.35,6,230,59.94,26.13
Good Sessions,7/24/2024,Organic Social,Android,190,119.95,1,147,9.99,0
Good Sessions,7/24/2024,Organic Social,web,1795,2521.7,22,1030,179.82,171.6
Good Sessions,7/24/2024,Paid Other,iOS,2,0,0,2,0,0
Good Sessions,7/24/2024,Paid Other,web,20,0,0,3,0,0
Good Sessions,7/24/2024,Paid Search,Android,934,2144.37,13,790,84.92,153
Good Sessions,7/24/2024,Paid Search,iOS,491,1118.94,10,451,153.92,50.88
Good Sessions,7/24/2024,Paid Search,web,38305,89941.63,728,24611,6813.69,5388.65
Good Sessions,7/24/2024,Paid Social,web,45666,38926.5,306,21617,2314.86,2181.47
Good Sessions,7/24/2024,Paid Video,web,3,0,0,2,0,0
Good Sessions,7/24/2024,Payment Redirects,web,2,0,0,2,0,0
Good Sessions,7/24/2024,Referral,web,229,743.2,5,147,56.25,13.38
Good Sessions,7/24/2024,SMS,web,12396,35906.03,234,6704,1575.7,2201.31
Good Sessions,7/24/2024,Unassigned,Android,88,0,0,0,0,0
Good Sessions,7/24/2024,Unassigned,iOS,425,236.45,1,0,0,17
Good Sessions,7/24/2024,Unassigned,web,1173,3980.22,27,11,223.85,251.72
Good Sessions,7/25/2024,Affiliates,web,3807,36906.39,236,2425,1747.34,2153.77
Good Sessions,7/25/2024,Direct,Android,282,1199.32,8,207,39.96,36.38
Good Sessions,7/25/2024,Direct,iOS,14665,47082.23,360,13353,3180.35,3000.97
Good Sessions,7/25/2024,Direct,web,24641,71888.74,512,13343,4395.03,4224.21
Good Sessions,7/25/2024,Display,Android,23,0,0,19,0,0
Good Sessions,7/25/2024,Display,iOS,8,0,0,7,0,0
Good Sessions,7/25/2024,Display,web,168,0,0,23,0,0
Good Sessions,7/25/2024,Email,iOS,1,0,0,1,0,0
Good Sessions,7/25/2024,Email,web,19517,60202.99,407,11752,3039.17,3497.6
Good Sessions,7/25/2024,Mobile Push Notifications,Android,298,698.79,6,248,82.96,27.09
Good Sessions,7/25/2024,Mobile Push Notifications,iOS,1413,3779.93,27,1293,174.83,212.99
Good Sessions,7/25/2024,Organic Search,Android,247,719.03,6,216,64.94,40.27
Good Sessions,7/25/2024,Organic Search,web,9906,22907.25,158,6648,1268.04,1354.77
Good Sessions,7/25/2024,Organic Shopping,web,302,969.59,8,180,107.94,56.66
Good Sessions,7/25/2024,Organic Social,Android,168,0,0,129,0,0
Good Sessions,7/25/2024,Organic Social,web,1823,2549.67,18,1016,119.88,127.77
Good Sessions,7/25/2024,Organic Video,web,1,0,0,1,0,0
Good Sessions,7/25/2024,Paid Other,Android,3,0,0,2,0,0
Good Sessions,7/25/2024,Paid Other,iOS,3,0,0,2,0,0
Good Sessions,7/25/2024,Paid Other,web,23,0,0,6,0,0
Good Sessions,7/25/2024,Paid Search,Android,1090,3667.47,22,880,139.86,222.95
Good Sessions,7/25/2024,Paid Search,iOS,567,2098.88,17,522,150.88,125.79
Good Sessions,7/25/2024,Paid Search,web,38719,97616.15,804,24607,6974.25,5797.28
Good Sessions,7/25/2024,Paid Social,web,40653,40106.02,321,18183,2590.63,2075.79
Good Sessions,7/25/2024,Paid Video,web,2,0,0,0,0,0
Good Sessions,7/25/2024,Payment Redirects,web,4,0,0,4,0,0
Good Sessions,7/25/2024,Referral,web,173,0,0,117,0,0
Good Sessions,7/25/2024,SMS,web,13549,34868.51,225,7079,1524.73,2078.16
Good Sessions,7/25/2024,Unassigned,Android,124,0,0,0,0,0
Good Sessions,7/25/2024,Unassigned,iOS,431,822.03,6,0,39.96,56.44
Good Sessions,7/25/2024,Unassigned,web,1080,5640.06,37,8,250.78,307.41
Good Sessions,7/26/2024,Affiliates,web,3657,45229.2,274,2336,1740.57,2476.97
Good Sessions,7/26/2024,Direct,Android,249,1063.87,8,195,39.96,79.44
