date,channel,user_type,sessions,revenue,purchases,engaged_sessions,shipping,tax
2023-08-21,Affiliates,new,1861,11344.23,70,1208,573.5,569.34
2023-08-21,Direct,(not set),1093,101.63,1,105,10,0
2023-08-21,Direct,established,6071,13456.82,78,5320,808.5,158.71
2023-08-21,Direct,new,23477,40546.66,280,18407,2687.85,1860.7
2023-08-21,Display,(not set),2,0,0,0,0,0
2023-08-21,Display,established,41,0,0,12,0,0
2023-08-21,Display,new,237,0,0,34,0,0
2023-08-21,Email,(not set),472,406.9,3,216,20,30.08
2023-08-21,Email,established,5456,10574.29,60,4115,387.36,735.33
2023-08-21,Email,new,13572,22125.28,129,9371,851.18,1256.38
2023-08-21,Organic Search,(not set),184,0,0,28,0,0
2023-08-21,Organic Search,established,1068,2497.1,19,850,124.69,113.25
2023-08-21,Organic Search,new,6969,8081.73,60,5686,504.55,352.99
2023-08-21,Organic Shopping,(not set),5,0,0,0,0,0
2023-08-21,Organic Shopping,established,19,0,0,17,0,0
2023-08-21,Organic Shopping,new,40,180.31,2,39,20,12.36
2023-08-21,Organic Social,(not set),82,0,0,3,0,0
2023-08-21,Organic Social,established,213,652.06,2,178,0,0
2023-08-21,Organic Social,new,1959,465.46,4,1721,54,23.43
2023-08-21,Organic Video,new,5,0,0,4,0,0
2023-08-21,Paid Search,(not set),1252,292.37,2,145,10,9.69
2023-08-21,Paid Search,established,2984,9167.62,56,2552,464,454.79
2023-08-21,Paid Search,new,19285,39328.68,288,16827,2584.5,2201.68
2023-08-21,Paid Social,(not set),1002,0,0,91,0,0
2023-08-21,Paid Social,established,4833,4984.27,31,4084,192.5,250.88
2023-08-21,Paid Social,new,24004,17387.19,95,18267,641.5,915.98
2023-08-21,Payment Redirects,(not set),4,473.66,1,4,0,30.02
2023-08-21,Payment Redirects,established,62,170.27,2,42,20,10.89
2023-08-21,Payment Redirects,new,96,1577.84,8,61,96.5,71.54
2023-08-21,Referral,(not set),24,0,0,16,0,0
2023-08-21,Referral,established,90,172.59,2,62,20,11.02
2023-08-21,Referral,new,115,0,0,69,0,0
2023-08-21,SMS,(not set),231,449.7,2,116,10,28.37
2023-08-21,SMS,established,3501,6458.75,36,2130,248,391.46
2023-08-21,SMS,new,7792,17940.7,88,4471,574,1090.42
2023-08-21,Unassigned,(not set),183,1133.23,6,0,86.5,75.68
2023-08-21,Unassigned,established,265,1016.3,5,7,23,23.03
2023-08-21,Unassigned,new,220,1534.57,7,16,50,90.55
2023-08-22,Affiliates,(not set),50,0,0,22,0,0
2023-08-22,Affiliates,established,481,3308.77,25,381,194,210.2
2023-08-22,Affiliates,new,1678,13717.87,82,1197,654.5,678.82
2023-08-22,Direct,(not set),1042,105.21,1,123,10,7.71
2023-08-22,Direct,established,5730,11935.21,84,4981,858,168.39
2023-08-22,Direct,new,23101,38311.22,258,18485,2302.3,1862.42
2023-08-22,Display,(not set),5,0,0,0,0,0
2023-08-22,Display,established,53,0,0,23,0,0
2023-08-22,Display,new,234,0,0,36,0,0
2023-08-22,Email,(not set),441,260.69,2,177,20,6.83
2023-08-22,Email,established,5126,9964.49,57,3763,471.5,516
2023-08-22,Email,new,13065,22591.42,129,8539,917.41,1171.91
2023-08-22,Organic Search,(not set),202,166.9,1,28,10,12.92
2023-08-22,Organic Search,established,1039,2532.51,11,841,148.99,165.12
2023-08-22,Organic Search,new,6601,9428.66,65,5286,594.65,482.27
2023-08-22,Organic Shopping,(not set),8,0,0,0,0,0
2023-08-22,Organic Shopping,established,13,0,0,12,0,0
2023-08-22,Organic Shopping,new,50,522.41,2,48,13,47.01
2023-08-22,Organic Social,(not set),58,0,0,5,0,0
2023-08-22,Organic Social,established,209,405.92,2,186,10,19.55
2023-08-22,Organic Social,new,1530,1205,7,1326,50.14,55.88
2023-08-22,Paid Search,(not set),1500,443.02,3,171,32.5,25.05
2023-08-22,Paid Search,established,3167,12164.26,71,2629,561,545.87
2023-08-22,Paid Search,new,21076,44615.87,310,18822,3159,2480.04
2023-08-22,Paid Social,(not set),904,116.23,1,82,10,7.65
2023-08-22,Paid Social,established,4270,5314.08,33,3616,255,303.02
2023-08-22,Paid Social,new,20610,15659.07,78,16173,492.5,929.75
2023-08-22,Payment Redirects,(not set),2,0,0,2,0,0
2023-08-22,Payment Redirects,established,68,1985.79,9,55,30,68.28
2023-08-22,Payment Redirects,new,97,963.98,6,56,42.5,49.41
2023-08-22,Referral,(not set),5,0,0,2,0,0
2023-08-22,Referral,established,88,101.37,1,70,10,5.69
2023-08-22,Referral,new,98,421.25,2,65,13.4,40.18
2023-08-22,SMS,(not set),188,457.25,3,104,10,3.15
2023-08-22,SMS,established,3331,5355.15,28,2090,172.5,313.84
2023-08-22,SMS,new,6943,14932.81,82,4093,549,866.33
2023-08-22,Unassigned,(not set),195,715.6,3,0,23,51.67
2023-08-22,Unassigned,established,240,2110.13,5,1,20,67.94
2023-08-22,Unassigned,new,208,1023.37,5,9,10,75.18
2023-08-23,Affiliates,(not set),42,0,0,13,0,0
2023-08-23,Affiliates,established,501,7124.78,36,388,232,446.29
2023-08-23,Affiliates,new,1619,13689.89,81,1176,799.5,690.1
2023-08-23,Direct,(not set),1071,248.32,2,108,13,18.54
2023-08-23,Direct,established,5794,14931.8,87,5015,872.5,61.34
2023-08-23,Direct,new,23974,37439.73,255,18806,2497.89,2027.1
2023-08-23,Display,(not set),4,0,0,1,0,0
2023-08-23,Display,established,47,0,0,18,0,0
2023-08-23,Display,new,222,0,0,35,0,0
2023-08-23,Email,(not set),479,814.17,4,197,20,57.19
2023-08-23,Email,established,5707,14138.9,84,4190,513,795.86
2023-08-23,Email,new,14284,22096.8,135,9385,959.14,1256.59
2023-08-23,Organic Search,(not set),173,0,0,24,0,0
2023-08-23,Organic Search,established,986,3210.51,18,818,95.98,145.41
2023-08-23,Organic Search,new,6665,11662.61,69,5268,615.07,667.93
2023-08-23,Organic Shopping,(not set),4,0,0,0,0,0
2023-08-23,Organic Shopping,established,12,0,0,12,0,0
2023-08-23,Organic Shopping,new,55,0,0,54,0,0
2023-08-23,Organic Social,(not set),59,48.39,1,2,10,2.11
2023-08-23,Organic Social,established,177,525.31,3,156,10,26.09
2023-08-23,Organic Social,new,1462,1023.63,5,1258,44,47.99
2023-08-23,Organic Video,new,2,0,0,1,0,0
2023-08-23,Paid Search,(not set),1451,143.91,2,153,56.5,8.82
2023-08-23,Paid Search,established,3053,7105.66,54,2614,466.5,304.68
2023-08-23,Paid Search,new,20877,47082.9,348,18449,3409,2617.12
2023-08-23,Paid Social,(not set),895,198.65,1,84,34,13.61
2023-08-23,Paid Social,established,4208,3985.19,27,3635,230.5,217.7
2023-08-23,Paid Social,new,19050,13350.55,77,15019,576,804.8
2023-08-23,Payment Redirects,(not set),1,0,0,1,0,0
2023-08-23,Payment Redirects,established,42,128.44,1,26,10,7.46
2023-08-23,Payment Redirects,new,69,615.01,6,41,96.5,34.67
2023-08-23,Referral,(not set),14,0,0,9,0,0
2023-08-23,Referral,established,65,104.38,1,45,10,7.74
2023-08-23,Referral,new,96,358.5,1,72,0,0
2023-08-23,SMS,(not set),225,167.89,1,99,0,9.41
2023-08-23,SMS,established,3590,8015.42,44,2231,304,449.51
2023-08-23,SMS,new,6394,13900.71,90,3989,756,763.59
2023-08-23,Unassigned,(not set),160,0,0,0,0,0
2023-08-23,Unassigned,established,259,1299.67,3,0,34,95.42
2023-08-23,Unassigned,new,208,1456.07,9,10,74,79.16
2023-08-24,Affiliates,(not set),42,0,0,17,0,0
2023-08-24,Affiliates,established,512,6770.99,39,413,305,390.09
2023-08-24,Affiliates,new,1828,16083.71,105,1301,922.5,952.46
2023-08-24,Direct,(not set),1137,209.6,2,102,20,13.89
2023-08-24,Direct,established,5943,18160.62,110,5229,1031.5,92.02
2023-08-24,Direct,new,23895,52611.76,318,18764,2614.98,2703.91
2023-08-24,Display,(not set),1,0,0,1,0,0
2023-08-24,Display,established,42,0,0,11,0,0
2023-08-24,Display,new,223,0,0,36,0,0
2023-08-24,Email,(not set),455,1303.51,8,166,40,48.17
2023-08-24,Email,established,5559,23121.3,145,4222,817.75,1292.85
2023-08-24,Email,new,12465,31073.94,203,8665,1425.82,1691.75
2023-08-24,Organic Search,(not set),187,129.2,1,26,10,8.22
2023-08-24,Organic Search,established,984,3104.34,20,780,179.9,219.8
2023-08-24,Organic Search,new,6593,9928.19,72,5388,563.28,469.24
2023-08-24,Organic Shopping,(not set),3,0,0,0,0,0
2023-08-24,Organic Shopping,established,17,292.67,2,16,20,10.01
2023-08-24,Organic Shopping,new,53,892.06,6,52,56,57.84
2023-08-24,Organic Social,(not set),77,0,0,2,0,0
2023-08-24,Organic Social,established,266,902.15,4,244,20,41.59
2023-08-24,Organic Social,new,1630,505.86,5,1447,53,31.21
2023-08-24,Organic Video,new,1,0,0,0,0,0
2023-08-24,Paid Search,(not set),1390,424.33,4,189,52.5,20.09
2023-08-24,Paid Search,established,3218,11271.27,84,2710,767.5,606.55
2023-08-24,Paid Search,new,19930,46735.36,358,17498,3226.68,2492.35
2023-08-24,Paid Social,(not set),975,0,0,76,0,0
2023-08-24,Paid Social,established,4360,9718.49,51,3893,304,497.87
2023-08-24,Paid Social,new,18249,17004.45,103,14629,685,920.6
2023-08-24,Payment Redirects,(not set),4,0,0,3,0,0
2023-08-24,Payment Redirects,established,67,1146.59,7,53,10,89.59
2023-08-24,Payment Redirects,new,85,1793.29,8,52,63,94.79
2023-08-24,Referral,(not set),15,0,0,6,0,0
2023-08-24,Referral,established,94,90.28,2,77,20,6.22
2023-08-24,Referral,new,95,681.6,3,69,40.23,117.69
2023-08-24,SMS,(not set),246,1078.06,6,144,10,40.43
2023-08-24,SMS,established,4247,14981.42,94,2767,676,845.16
2023-08-24,SMS,new,9453,21318.45,146,5752,1186.5,1226.6
2023-08-24,Unassigned,(not set),175,179.18,2,0,20,11.42
2023-08-24,Unassigned,established,227,1526.25,8,2,56,16.54
2023-08-24,Unassigned,new,191,649.71,5,5,40,41.07
2023-08-25,Affiliates,(not set),43,496.28,3,17,10,27.21
2023-08-25,Affiliates,established,506,8224.47,46,397,168,461.95
2023-08-25,Affiliates,new,1624,16938.44,99,1159,530.5,938.91
2023-08-25,Direct,(not set),1093,197.09,2,136,10,14.84
2023-08-25,Direct,established,5964,19763.51,136,5142,892.5,212.36
2023-08-25,Direct,new,22494,47248.36,335,18204,2325.17,2339.34
2023-08-25,Display,(not set),3,0,0,2,0,0
2023-08-25,Display,established,37,0,0,13,0,0
2023-08-25,Display,new,202,0,0,26,0,0
2023-08-25,Email,(not set),322,1481.71,7,128,30,42.98
2023-08-25,Email,established,4032,23378.29,125,3025,702.5,1293.74
2023-08-25,Email,new,9239,29386.92,183,6378,1035.5,1641.85
2023-08-25,Organic Search,(not set),175,130.84,1,34,0,0
2023-08-25,Organic Search,established,1015,4519.65,16,765,65.5,134.7
2023-08-25,Organic Search,new,6241,9345.17,64,4951,435.06,501.26
2023-08-25,Organic Shopping,(not set),6,0,0,0,0,0
2023-08-25,Organic Shopping,established,24,90.98,1,24,13,0
2023-08-25,Organic Shopping,new,66,1008.9,4,66,20,63.58
2023-08-25,Organic Social,(not set),75,0,0,8,0,0
2023-08-25,Organic Social,established,275,1510.13,7,248,40,113.31
2023-08-25,Organic Social,new,1513,3061.55,10,1339,42.5,197.84
2023-08-25,Organic Video,new,1,0,0,1,0,0
2023-08-25,Paid Search,(not set),1483,1330.53,6,202,76.5,74.23
2023-08-25,Paid Search,established,3164,14297.35,98,2667,656.5,615.43
2023-08-25,Paid Search,new,20714,46240.98,369,18003,2999.5,2639.78
2023-08-25,Paid Social,(not set),1166,0,0,66,0,0
2023-08-25,Paid Social,established,4412,10505.16,50,3985,278,525.38
2023-08-25,Paid Social,new,18691,19385.48,126,15194,743.5,1138.12
2023-08-25,Payment Redirects,(not set),2,98.56,1,2,10,7.08
2023-08-25,Payment Redirects,established,62,1243.83,5,48,13,73.71
2023-08-25,Payment Redirects,new,85,1373.92,9,46,85,94.41
2023-08-25,Referral,(not set),11,0,0,9,0,0
2023-08-25,Referral,established,59,251.03,2,50,10,18.57
2023-08-25,Referral,new,93,1480.46,3,72,83.61,499.89
2023-08-25,SMS,(not set),260,417.68,3,155,32.5,26.72
2023-08-25,SMS,established,3917,18605.27,107,2762,416.5,1093.26
2023-08-25,SMS,new,8384,27741.82,191,5407,1019,1507.89
2023-08-25,Unassigned,(not set),169,190.34,1,0,0,15.54
2023-08-25,Unassigned,established,244,303.14,3,0,20,2.27
2023-08-25,Unassigned,new,218,1610.67,12,9,102.5,72.32
2023-08-26,Affiliates,(not set),44,0,0,21,0,0
2023-08-26,Affiliates,established,487,8597.21,49,399,209,465.15
2023-08-26,Affiliates,new,1630,16381.49,107,1141,717.5,885.73
2023-08-26,Direct,(not set),1102,734.98,6,118,89,36.48
2023-08-26,Direct,established,6260,12586.59,97,5424,618.5,112.57
2023-08-26,Direct,new,23893,44039.65,308,19049,2036.86,2461.34
2023-08-26,Display,established,32,0,0,12,0,0
2023-08-26,Display,new,151,0,0,21,0,0
2023-08-26,Email,(not set),293,524.95,4,120,35.05,12.79
2023-08-26,Email,established,3976,20676.93,112,3044,426.14,1099.65
2023-08-26,Email,new,9896,28020.81,166,6717,811.64,1480.08
2023-08-26,Organic Search,(not set),149,0,0,29,0,0
2023-08-26,Organic Search,established,921,3292.69,19,755,112.48,184.21
2023-08-26,Organic Search,new,6334,8960.87,57,5025,396.01,569.12
2023-08-26,Organic Shopping,(not set),13,0,0,0,0,0
2023-08-26,Organic Shopping,established,23,70.27,1,23,10,0
2023-08-26,Organic Shopping,new,90,0,0,90,0,0
2023-08-26,Organic Social,(not set),65,0,0,3,0,0
2023-08-26,Organic Social,established,272,692.38,4,254,32.5,47.93
2023-08-26,Organic Social,new,1483,2697.54,17,1293,115,124.08
2023-08-26,Organic Video,new,2,0,0,1,0,0
2023-08-26,Paid Search,(not set),1611,1839.65,4,226,34,116.3
2023-08-26,Paid Search,established,3299,10348.73,67,2857,292.5,582.6
2023-08-26,Paid Search,new,23680,51575.73,382,21292,2494,2871.95
2023-08-26,Paid Social,(not set),1290,0,0,103,0,0
2023-08-26,Paid Social,established,5172,12286.5,67,4650,262,635.56
2023-08-26,Paid Social,new,19332,18835.23,126,16291,541.5,1033.23
2023-08-26,Payment Redirects,(not set),1,0,0,1,0,0
2023-08-26,Payment Redirects,established,54,1159.39,6,41,0,71.65
2023-08-26,Payment Redirects,new,70,129.18,1,34,0,11.21
2023-08-26,Referral,(not set),4,0,0,2,0,0
2023-08-26,Referral,established,49,113.92,1,35,0,7.46
2023-08-26,Referral,new,77,376.14,2,52,9.64,0
2023-08-26,SMS,(not set),156,646.6,4,102,10,21.9
2023-08-26,SMS,established,3480,11912.85,71,2247,226,606.52
2023-08-26,SMS,new,6832,20593.2,129,3900,582,1189.84
2023-08-26,Unassigned,(not set),163,45.77,1,0,10,2.62
2023-08-26,Unassigned,established,255,318.62,3,0,23,14.72
2023-08-26,Unassigned,new,224,2841.09,17,16,75.5,174.97
2023-08-27,Affiliates,(not set),35,0,0,16,0,0
2023-08-27,Affiliates,established,460,2939.22,18,370,191.5,159.41
2023-08-27,Affiliates,new,1583,11017.19,72,1158,553.5,585.84
2023-08-27,Direct,(not set),1082,515.57,4,126,20,17.65
2023-08-27,Direct,established,5964,12802.2,82,5219,722.5,88.91
2023-08-27,Direct,new,23864,47363.74,283,18528,2383.01,2654.25
2023-08-27,Display,established,14,0,0,3,0,0
2023-08-27,Display,new,28,145.03,1,3,10,11.65
2023-08-27,Email,(not set),380,975.24,4,179,0,80.99
2023-08-27,Email,established,4284,11928.8,67,3240,379.82,637.28
2023-08-27,Email,new,11282,22212.8,120,7471,811.42,1196.38
2023-08-27,Organic Search,(not set),178,0,0,32,0,0
2023-08-27,Organic Search,established,908,2840.83,13,729,62.5,168.58
2023-08-27,Organic Search,new,6738,8786.3,58,5331,531.45,616.03
2023-08-27,Organic Shopping,(not set),14,0,0,0,0,0
2023-08-27,Organic Shopping,established,42,0,0,41,0,0
2023-08-27,Organic Shopping,new,95,0,0,90,0,0
2023-08-27,Organic Social,(not set),85,0,0,9,0,0
2023-08-27,Organic Social,established,402,277.3,2,352,10,12.48
2023-08-27,Organic Social,new,1473,1774.9,13,1297,90,116.42
2023-08-27,Organic Video,new,1,0,0,1,0,0
2023-08-27,Paid Search,(not set),1343,220.33,2,188,10,13.05
2023-08-27,Paid Search,established,3177,10936.58,60,2687,504.5,460.48
2023-08-27,Paid Search,new,21989,42501.67,292,19326,2804,2318.51
2023-08-27,Paid Social,(not set),1098,0,0,101,0,0
2023-08-27,Paid Social,established,5058,7265.93,44,4646,303,384.27
2023-08-27,Paid Social,new,12914,16256.63,95,11707,673,850.79
2023-08-27,Payment Redirects,(not set),1,0,0,1,0,0
2023-08-27,Payment Redirects,established,52,675.62,4,36,20,25.69
2023-08-27,Payment Redirects,new,88,335.25,4,50,33,20.52
2023-08-27,Referral,(not set),1,0,0,1,0,0
2023-08-27,Referral,established,49,0,0,41,0,0
2023-08-27,Referral,new,89,250.08,1,59,34,19.07
2023-08-27,SMS,(not set),107,0,0,56,0,0
2023-08-27,SMS,established,2031,4669.42,22,1319,135.5,267.53
2023-08-27,SMS,new,4010,10976.11,58,2448,442.5,610.74
2023-08-27,Unassigned,(not set),184,821.86,4,0,20,62.97
2023-08-27,Unassigned,established,258,254.45,2,6,23,10.35
2023-08-27,Unassigned,new,208,692.7,5,21,50,39.64
2023-08-28,Affiliates,(not set),60,445.48,2,19,10,31
2023-08-28,Affiliates,established,506,4462.16,22,391,140,251.48
2023-08-28,Affiliates,new,1449,9414.31,58,1043,397,550.29
2023-08-28,Direct,(not set),1114,629.55,4,127,20,39.24
2023-08-28,Direct,established,5763,13462.02,84,4967,851.5,61.63
2023-08-28,Direct,new,22660,35673.52,227,18159,2016.67,1902.36
2023-08-28,Display,(not set),1,0,0,0,0,0
2023-08-28,Display,established,16,0,0,5,0,0
2023-08-28,Display,new,14,0,0,3,0,0
2023-08-28,Email,(not set),346,360.23,3,175,20,9.73
2023-08-28,Email,established,4291,12605.69,64,3166,542.01,700.05
2023-08-28,Email,new,9807,22264.51,119,6440,669.17,1248.42
2023-08-28,Organic Search,(not set),194,178.87,1,25,10,12.93
2023-08-28,Organic Search,established,1059,2218.76,18,842,205,125.89
2023-08-28,Organic Search,new,6630,7873.71,56,5386,597.72,543.5
2023-08-28,Organic Shopping,(not set),11,0,0,2,0,0
2023-08-28,Organic Shopping,established,27,444.38,2,27,10,22.24
2023-08-28,Organic Shopping,new,81,0,0,78,0,0
2023-08-28,Organic Social,(not set),46,0,0,3,0,0
2023-08-28,Organic Social,established,212,649.31,4,191,66.5,29.42
2023-08-28,Organic Social,new,922,913.79,5,820,20,52.25
2023-08-28,Paid Search,(not set),1563,1353.15,8,210,123.5,99.27
2023-08-28,Paid Search,established,3034,7580.58,42,2660,313.5,408.23
2023-08-28,Paid Search,new,20504,36234.65,264,18018,2577.5,2084
2023-08-28,Paid Social,(not set),1019,115.52,1,61,13,8.53
2023-08-28,Paid Social,established,4741,7132.57,50,4271,382.5,376.94
2023-08-28,Paid Social,new,11577,12039.68,70,10442,487.5,647.56
2023-08-28,Payment Redirects,(not set),3,0,0,2,0,0
2023-08-28,Payment Redirects,established,49,944.59,6,35,40,42.94
2023-08-28,Payment Redirects,new,72,744.25,4,43,45.5,56.62
2023-08-28,Referral,(not set),12,0,0,9,0,0
2023-08-28,Referral,established,87,201.94,1,72,0,0
2023-08-28,Referral,new,118,810,3,86,61.06,75.44
2023-08-28,SMS,(not set),166,581.95,3,109,22.5,8.74
2023-08-28,SMS,established,3038,6580.94,33,1987,214,408.3
2023-08-28,SMS,new,5548,13591.37,74,3389,553,803.71
2023-08-28,Unassigned,(not set),175,1022.08,5,0,30,53.62
2023-08-28,Unassigned,established,210,0,0,2,0,0
2023-08-28,Unassigned,new,187,1052.41,5,7,42.5,56.37
2023-08-29,Affiliates,(not set),43,167.44,1,16,10,10.5
2023-08-29,Affiliates,established,528,10778.7,46,435,381.5,511.85
2023-08-29,Affiliates,new,1714,16467.89,87,1242,599,873.27
2023-08-29,Direct,(not set),1167,418.82,4,123,64,25.29
2023-08-29,Direct,established,6283,19131.42,119,5442,1074.5,166.06
2023-08-29,Direct,new,24495,45923.26,292,19722,2418.23,2368.44
2023-08-29,Display,established,6,0,0,1,0,0
2023-08-29,Display,new,16,0,0,2,0,0
2023-08-29,Email,(not set),502,711.91,4,190,20,23.11
2023-08-29,Email,established,5121,21412.7,112,3995,560.84,1153
2023-08-29,Email,new,11304,30724.04,156,7895,916.26,1878.35
2023-08-29,Organic Search,(not set),213,0,0,35,0,0
2023-08-29,Organic Search,established,1090,3615.26,24,859,110,162.1
2023-08-29,Organic Search,new,6756,9022.09,58,5457,614.93,474.69
2023-08-29,Organic Shopping,(not set),7,0,0,0,0,0
2023-08-29,Organic Shopping,established,21,0,0,21,0,0
2023-08-29,Organic Shopping,new,80,43.93,1,75,10,0
2023-08-29,Organic Social,(not set),53,0,0,2,0,0
2023-08-29,Organic Social,established,199,290.07,2,172,23,20.31
2023-08-29,Organic Social,new,903,2791,16,814,121.4,147.9
2023-08-29,Organic Video,established,1,0,0,1,0,0
2023-08-29,Organic Video,new,1,0,0,1,0,0
2023-08-29,Paid Search,(not set),1876,318.1,4,217,64,8.93
2023-08-29,Paid Search,established,3474,12831.27,80,2959,658,604.17
2023-08-29,Paid Search,new,23917,55648.75,387,20879,3793.5,3056.6
2023-08-29,Paid Social,(not set),1297,151,1,87,10,9.56
2023-08-29,Paid Social,established,4864,7866.49,48,4519,305,454.93
2023-08-29,Paid Social,new,12876,21355.28,131,11831,1012,1120.29
2023-08-29,Payment Redirects,(not set),2,0,0,2,0,0
2023-08-29,Payment Redirects,established,70,515.3,4,48,30,2.12
2023-08-29,Payment Redirects,new,76,2031.16,9,53,65,123.42
2023-08-29,Referral,(not set),6,0,0,3,0,0
2023-08-29,Referral,established,80,318.28,1,58,29.63,22.75
2023-08-29,Referral,new,81,204.94,1,62,0,11.1
2023-08-29,SMS,(not set),309,838.14,7,152,50,40.74
2023-08-29,SMS,established,4308,13604.39,71,3063,502,753.02
2023-08-29,SMS,new,8136,24730.95,131,5022,820.5,1388.16
2023-08-29,Unassigned,(not set),173,800.78,6,0,30,13.55
2023-08-29,Unassigned,established,298,1208.32,7,22,61.93,36.76
2023-08-29,Unassigned,new,216,1493.83,8,21,54,82.53
2023-08-30,Affiliates,(not set),46,0,0,19,0,0
2023-08-30,Affiliates,established,571,8317.45,42,435,320.5,461.59
2023-08-30,Affiliates,new,1716,19166.56,99,1264,891,1001.17
2023-08-30,Direct,(not set),1128,210.18,2,129,10,12.92
2023-08-30,Direct,established,6282,20758.8,125,5610,946,347.25
2023-08-30,Direct,new,23301,47034.05,315,18499,2604.12,2140.55
