date,channel,user_type,sessions,revenue,purchases,engaged_sessions,shipping,tax
2024-06-13,Paid Search,established,3667,18559.83,125,2671,1082.28,1007.36
2024-06-13,Paid Search,new,24381,61460.97,506,15798,5073.34,3588.21
2024-06-13,Paid Social,(not set),487,138.68,3,232,29.97,9.45
2024-06-13,Paid Social,established,7435,13626.71,88,4417,602.5,776.89
2024-06-13,Paid Social,new,20382,21146.32,167,9323,1333.84,1205.4
2024-06-13,Paid Video,new,4,0,0,1,0,0
2024-06-13,Payment Redirects,established,13,213.33,2,8,19.98,8.44
2024-06-13,Referral,(not set),12,0,0,9,0,0
2024-06-13,Referral,established,92,43.87,1,66,9.99,3.89
2024-06-13,Referral,new,152,772.84,4,84,78.56,33.16
2024-06-13,SMS,(not set),448,1687.27,9,256,82.96,85.72
2024-06-13,SMS,established,4188,17077.95,114,2567,771.35,1013.3
2024-06-13,SMS,new,9642,25578.32,186,5125,1252.88,1533.77
2024-06-13,Unassigned,(not set),730,2247.18,16,0,130.9,116.62
2024-06-13,Unassigned,established,608,2946.58,14,141,110.92,182.92
2024-06-13,Unassigned,new,282,1992.15,14,0,163.91,122.14
2024-06-14,Affiliates,(not set),54,605.81,3,34,19.98,38.02
2024-06-14,Affiliates,established,621,6973.04,44,431,315.72,384.1
2024-06-14,Affiliates,new,1880,21900.67,131,1191,988.41,1231.96
2024-06-14,Direct,(not set),529,1014.71,6,244,29.97,44.81
2024-06-14,Direct,established,9077,21949.71,157,7540,1328.96,1330.2
2024-06-14,Direct,new,25542,58604.27,448,15751,3682.3,3761.09
2024-06-14,Display,(not set),20,0,0,6,0,0
2024-06-14,Display,established,332,67.69,1,64,9.99,2.73
2024-06-14,Display,new,5501,0,0,667,0,0
2024-06-14,Email,(not set),372,1191.33,11,226,79.92,76.31
2024-06-14,Email,established,4483,18201.08,113,2982,738.46,1281.72
2024-06-14,Email,new,10887,19929.78,147,5953,1121.96,1200.16
2024-06-14,Mobile Push Notifications,established,1452,2925.19,23,1276,169.83,152.81
2024-06-14,Mobile Push Notifications,new,67,154.68,1,59,9.99,9.75
2024-06-14,Organic Search,(not set),163,596.34,3,99,9.99,48.78
2024-06-14,Organic Search,established,1195,3330.11,18,824,203.35,167.03
2024-06-14,Organic Search,new,7222,10970.1,75,4660,816.55,812.98
2024-06-14,Organic Shopping,(not set),13,103.93,2,10,52.99,3.96
2024-06-14,Organic Shopping,established,35,0,0,23,0,0
2024-06-14,Organic Shopping,new,201,156.79,2,115,19.98,9.74
2024-06-14,Organic Social,(not set),19,0,0,12,0,0
2024-06-14,Organic Social,established,231,1106.18,6,166,9.99,17.28
2024-06-14,Organic Social,new,1595,1856.56,15,919,147.9,88.21
2024-06-14,Organic Video,new,2,0,0,1,0,0
2024-06-14,Paid Search,(not set),649,1271.54,11,375,79.92,67.72
2024-06-14,Paid Search,established,3725,18514,129,2620,1108.13,995.39
2024-06-14,Paid Search,new,23818,59287.64,466,15316,4363.71,3531.09
2024-06-14,Paid Social,(not set),594,698.01,6,275,39.96,36.04
2024-06-14,Paid Social,established,7029,11829.18,93,4023,680.41,633.9
2024-06-14,Paid Social,new,22412,21872.39,179,10289,1362.77,1226.92
2024-06-14,Paid Video,established,1,0,0,1,0,0
2024-06-14,Paid Video,new,2,0,0,2,0,0
2024-06-14,Payment Redirects,established,27,293.25,2,18,31,14.41
2024-06-14,Referral,(not set),6,0,0,2,0,0
2024-06-14,Referral,established,68,0,0,52,0,0
2024-06-14,Referral,new,129,341.24,1,80,11.52,0
2024-06-14,SMS,(not set),377,887.71,8,224,59.94,53.01
2024-06-14,SMS,established,4089,13149.42,90,2322,560.48,787.62
2024-06-14,SMS,new,5555,15448.03,111,2646,840.35,983.05
2024-06-14,Unassigned,(not set),781,2078.1,17,0,144.86,118.55
2024-06-14,Unassigned,established,669,1838.78,15,170,109.89,109.93
2024-06-14,Unassigned,new,313,3545.76,23,0,150.88,226.17
2024-06-15,Affiliates,(not set),33,0,0,20,0,0
2024-06-15,Affiliates,established,486,3250.89,20,342,166.9,178.87
2024-06-15,Affiliates,new,1779,12117.72,74,1055,576.61,704.94
2024-06-15,Direct,(not set),571,885.55,6,282,29.97,63.83
2024-06-15,Direct,established,8181,13125.76,83,6956,738.45,854.63
2024-06-15,Direct,new,23349,40973.6,287,13845,2644.17,2403.58
2024-06-15,Display,(not set),26,0,0,3,0,0
2024-06-15,Display,established,277,0,0,68,0,0
2024-06-15,Display,new,5376,0,0,668,0,0
2024-06-15,Email,(not set),333,162.52,1,194,0,10.63
2024-06-15,Email,established,3563,7546.4,47,2295,361.43,492.93
2024-06-15,Email,new,9063,13631.98,91,4636,744.57,844.53
2024-06-15,Mobile Push Notifications,established,1443,2268.78,13,1259,59.94,155.02
2024-06-15,Mobile Push Notifications,new,63,326.75,2,54,0,10.64
2024-06-15,Organic Search,(not set),122,0,0,67,0,0
2024-06-15,Organic Search,established,978,2658.11,16,660,122.44,163.03
2024-06-15,Organic Search,new,7170,9772.11,61,4686,572.86,730.87
2024-06-15,Organic Shopping,(not set),2,0,0,1,0,0
2024-06-15,Organic Shopping,established,28,0,0,16,0,0
2024-06-15,Organic Shopping,new,204,298.37,3,116,19.98,19.43
2024-06-15,Organic Social,(not set),32,0,0,9,0,0
2024-06-15,Organic Social,established,202,556.16,3,151,52.99,28.41
2024-06-15,Organic Social,new,1697,1880.02,12,891,39.96,45.34
2024-06-15,Organic Video,new,2,0,0,1,0,0
2024-06-15,Paid Search,(not set),673,599.91,8,402,79.92,38.73
2024-06-15,Paid Search,established,3493,8222.08,62,2478,597.62,501.64
2024-06-15,Paid Search,new,24721,43855.44,332,15348,2914.71,2681.49
2024-06-15,Paid Social,(not set),632,117.27,2,287,19.98,7.31
2024-06-15,Paid Social,established,6972,6130.23,52,3815,359.64,372.81
2024-06-15,Paid Social,new,22908,14407.74,106,9592,719.29,761.93
2024-06-15,Paid Video,(not set),1,0,0,0,0,0
2024-06-15,Paid Video,new,3,0,0,1,0,0
2024-06-15,Payment Redirects,established,20,247.3,2,10,40.99,15.95
2024-06-15,Referral,(not set),4,0,0,1,0,0
2024-06-15,Referral,established,62,126.78,3,37,21.51,0.64
2024-06-15,Referral,new,103,0,0,63,0,0
2024-06-15,SMS,(not set),270,131.71,1,138,9.99,9.76
2024-06-15,SMS,established,2900,2723.61,26,1639,242.8,152.24
2024-06-15,SMS,new,3286,5412.93,35,1526,282.76,349.94
2024-06-15,Unassigned,(not set),674,1788.51,11,1,82.96,119.74
2024-06-15,Unassigned,established,642,1152.32,7,149,75.96,73.58
2024-06-15,Unassigned,new,265,1940.93,13,1,79.92,115.24
2024-06-16,Affiliates,(not set),28,0,0,15,0,0
2024-06-16,Affiliates,established,535,8434.82,50,379,342.7,553.88
2024-06-16,Affiliates,new,1794,20422.99,132,1123,1098.26,1236.41
2024-06-16,Direct,(not set),603,1848.2,13,307,100.93,75.61
2024-06-16,Direct,established,8432,23677.78,158,7181,1283.96,1430.73
2024-06-16,Direct,new,25227,73634,485,14787,4073.21,4604.83
2024-06-16,Display,(not set),18,0,0,5,0,0
2024-06-16,Display,established,347,218.7,2,90,24.98,13.97
2024-06-16,Display,new,5469,0,0,666,0,0
2024-06-16,Email,(not set),349,769.57,5,207,19.98,37.93
2024-06-16,Email,established,4173,20441.65,107,2762,615.58,1065.08
2024-06-16,Email,new,9692,21561.51,125,5049,978.87,1367.47
2024-06-16,Mobile Push Notifications,established,1389,3707.13,24,1217,144.86,243.21
2024-06-16,Mobile Push Notifications,new,79,918.36,5,71,29.97,46.92
2024-06-16,Organic Search,(not set),97,0,0,48,0,0
2024-06-16,Organic Search,established,1004,3198.62,19,713,194.47,194.07
2024-06-16,Organic Search,new,7260,12714.88,77,4737,793.74,706.31
2024-06-16,Organic Shopping,(not set),10,0,0,6,0,0
2024-06-16,Organic Shopping,established,20,100.9,1,16,9.99,5.93
2024-06-16,Organic Shopping,new,243,1029.47,9,163,69.93,76.47
2024-06-16,Organic Social,(not set),15,0,0,8,0,0
2024-06-16,Organic Social,established,206,696.4,3,139,9.99,56.88
2024-06-16,Organic Social,new,1809,1425.82,11,910,69.93,99.6
2024-06-16,Organic Video,new,1,0,0,1,0,0
2024-06-16,Paid Search,(not set),637,1076.63,10,387,115.92,62.3
2024-06-16,Paid Search,established,3610,15306.65,97,2552,637.47,792.59
2024-06-16,Paid Search,new,25460,68761.57,521,16106,4607.49,3840.18
2024-06-16,Paid Social,(not set),590,797.81,4,232,29.97,54.1
2024-06-16,Paid Social,established,6633,10965.04,78,3685,589.41,651.16
2024-06-16,Paid Social,new,22313,19239.61,149,9380,1224.91,1087.53
2024-06-16,Paid Video,established,1,0,0,0,0,0
2024-06-16,Paid Video,new,8,0,0,4,0,0
2024-06-16,Payment Redirects,established,11,0,0,5,0,0
2024-06-16,Referral,(not set),7,0,0,3,0,0
2024-06-16,Referral,established,58,349.76,3,44,19.98,14.28
2024-06-16,Referral,new,155,200.78,2,76,29.04,11.59
2024-06-16,SMS,(not set),263,191.52,2,141,19.98,5.97
2024-06-16,SMS,established,2817,9341.48,54,1568,362.7,534.75
2024-06-16,SMS,new,2938,8080.25,55,1412,474.64,505.87
2024-06-16,Unassigned,(not set),669,1177.65,9,0,95.94,88.58
2024-06-16,Unassigned,established,566,1339.36,9,159,69.93,80.19
2024-06-16,Unassigned,new,215,1280.9,7,0,54.95,90.86
2024-06-17,Affiliates,(not set),49,0,0,29,0,0
2024-06-17,Affiliates,established,501,2320.79,12,359,70.96,153.68
2024-06-17,Affiliates,new,2004,11434.58,73,1159,582.57,716.1
2024-06-17,Direct,(not set),574,1046.66,7,272,29.97,32.43
2024-06-17,Direct,established,8168,15817.89,101,7033,938.21,860.42
2024-06-17,Direct,new,22658,39088.36,267,13676,2491.96,2461.18
2024-06-17,Display,(not set),24,0,0,6,0,0
2024-06-17,Display,established,332,0,0,64,0,0
2024-06-17,Display,new,5867,0,0,654,0,0
2024-06-17,Email,(not set),548,538.97,3,309,14.99,37.36
2024-06-17,Email,established,5477,14294.85,82,3608,612.34,851.87
2024-06-17,Email,new,15026,22915.73,114,8216,828.42,1638.78
2024-06-17,Mobile Push Notifications,established,1114,2296.56,15,1015,110.92,120.68
2024-06-17,Mobile Push Notifications,new,52,251.11,3,46,29.97,18.3
2024-06-17,Organic Search,(not set),134,87.02,1,83,9.99,7.73
2024-06-17,Organic Search,established,1178,2237.41,16,809,187.65,161.74
2024-06-17,Organic Search,new,7441,8097.97,46,4947,557.04,551.49
2024-06-17,Organic Shopping,(not set),7,0,0,5,0,0
2024-06-17,Organic Shopping,established,40,0,0,28,0,0
2024-06-17,Organic Shopping,new,301,642.34,7,179,59.94,27.22
2024-06-17,Organic Social,(not set),26,154.27,1,10,0,0
2024-06-17,Organic Social,established,234,705.02,5,163,29.97,25.4
2024-06-17,Organic Social,new,1675,664.96,7,846,0,9.75
2024-06-17,Organic Video,established,1,0,0,1,0,0
2024-06-17,Organic Video,new,1,0,0,0,0,0
2024-06-17,Paid Search,(not set),548,419.65,3,356,19.98,26.34
2024-06-17,Paid Search,established,3383,7883.13,57,2434,666.62,424.76
2024-06-17,Paid Search,new,21354,40415.71,290,13467,2998.71,2256.56
2024-06-17,Paid Social,(not set),463,256.59,2,193,19.98,18.21
2024-06-17,Paid Social,established,5394,3724.88,30,2930,296.78,159.34
2024-06-17,Paid Social,new,16391,6319.96,57,7023,460.57,383.28
2024-06-17,Paid Video,new,13,0,0,4,0,0
2024-06-17,Payment Redirects,established,11,73.35,1,8,9.99,6
2024-06-17,Referral,(not set),9,0,0,5,0,0
2024-06-17,Referral,established,69,319.56,1,44,0,82
2024-06-17,Referral,new,190,543.85,2,103,30.13,116.98
2024-06-17,SMS,(not set),314,172.61,1,195,0,12.03
2024-06-17,SMS,established,3206,5464.71,32,1800,210.82,351.43
2024-06-17,SMS,new,4652,4031.92,31,2479,230.8,188.24
2024-06-17,Unassigned,(not set),616,1181.71,5,0,29.97,77.57
2024-06-17,Unassigned,established,545,1026.14,8,149,59.94,73.46
2024-06-17,Unassigned,new,254,1891.2,9,0,54.95,126.7
2024-06-18,Affiliates,(not set),34,139.01,1,19,9.99,0
2024-06-18,Affiliates,established,570,5383.26,27,403,216.85,327.05
2024-06-18,Affiliates,new,2224,15938.04,106,1313,924.45,1025.1
2024-06-18,Direct,(not set),672,920.12,7,335,61.47,56.2
2024-06-18,Direct,established,11091,17491.87,115,9623,1107.35,1012.01
2024-06-18,Direct,new,27984,49640.55,353,16319,3231.43,2983.91
2024-06-18,Display,(not set),21,0,0,4,0,0
2024-06-18,Display,established,347,166.18,1,74,0,0
2024-06-18,Display,new,5650,0,0,660,0,0
2024-06-18,Email,(not set),666,306.63,2,330,9.99,21.34
2024-06-18,Email,established,5787,9947.59,68,3718,571.6,518.97
2024-06-18,Email,new,21511,24518.2,152,11232,1148.66,1412.86
2024-06-18,Mobile Push Notifications,established,1853,2510.04,16,1693,110.92,135.31
2024-06-18,Mobile Push Notifications,new,67,0,0,58,0,0
2024-06-18,Organic Search,(not set),156,380.87,3,89,45.74,33.23
2024-06-18,Organic Search,established,1263,4822.02,26,909,276.84,338.4
2024-06-18,Organic Search,new,8169,7721.28,48,5441,555.35,367.23
2024-06-18,Organic Shopping,(not set),5,0,0,3,0,0
2024-06-18,Organic Shopping,established,51,0,0,30,0,0
2024-06-18,Organic Shopping,new,254,276.29,4,157,39.96,20.09
2024-06-18,Organic Social,(not set),151,245.05,3,81,93,10.44
2024-06-18,Organic Social,established,923,1408.2,7,738,59.71,100.45
2024-06-18,Organic Social,new,9160,10764.72,77,6750,528.12,564.69
2024-06-18,Organic Video,new,2,0,0,2,0,0
2024-06-18,Paid Search,(not set),604,1161,6,356,29.97,67.45
2024-06-18,Paid Search,established,3757,14458.68,77,2704,703.59,821.59
2024-06-18,Paid Search,new,24260,43873.08,340,15870,3051.76,2542.17
2024-06-18,Paid Social,(not set),538,129.86,1,259,9.99,9.89
2024-06-18,Paid Social,established,5514,6207.01,37,3170,271.79,384.63
2024-06-18,Paid Social,new,18009,7502.63,63,8953,513.57,406.89
2024-06-18,Paid Video,new,2,0,0,2,0,0
2024-06-18,Payment Redirects,established,12,212.96,1,9,0,13
2024-06-18,Referral,(not set),15,278.47,1,10,25.76,25.2
2024-06-18,Referral,established,86,0,0,60,0,0
2024-06-18,Referral,new,196,1198.32,7,105,120.79,16.46
2024-06-18,SMS,(not set),568,746.51,4,271,19.98,57.11
2024-06-18,SMS,established,4205,8034.73,49,2145,370.77,479.59
2024-06-18,SMS,new,15784,24543.57,163,7662,1433.07,1418.86
2024-06-18,Unassigned,(not set),720,1272.32,8,0,49.95,42.34
2024-06-18,Unassigned,established,734,449.52,4,214,29.97,31.05
2024-06-18,Unassigned,new,256,1886.09,11,2,90.94,112.68
2024-06-19,Affiliates,(not set),44,783.56,3,22,0,36.01
2024-06-19,Affiliates,established,531,4583.35,26,364,162.88,265.43
2024-06-19,Affiliates,new,1799,13841.93,87,1193,694.58,836.84
2024-06-19,Direct,(not set),504,508.55,7,254,59.94,37.35
2024-06-19,Direct,established,8286,12284.92,92,7076,807.39,743.8
2024-06-19,Direct,new,22906,47120.17,294,13215,2749.21,3102.92
2024-06-19,Display,(not set),23,0,0,9,0,0
2024-06-19,Display,established,315,0,0,56,0,0
2024-06-19,Display,new,5578,0,0,694,0,0
2024-06-19,Email,(not set),399,606.35,3,224,27.15,11.29
2024-06-19,Email,established,4394,10786.52,63,2805,545.93,782.08
2024-06-19,Email,new,12731,22294.91,140,6714,1116.38,1532.54
2024-06-19,Mobile Push Notifications,established,1142,1428.97,11,1051,79.92,101.73
2024-06-19,Mobile Push Notifications,new,37,87.5,1,36,9.99,6.11
2024-06-19,Organic Search,(not set),123,0,0,69,0,0
2024-06-19,Organic Search,established,1159,3516.01,21,816,135.56,283.42
2024-06-19,Organic Search,new,7957,11619.62,78,5293,863.39,605.6
2024-06-19,Organic Shopping,(not set),10,415.6,2,8,9.99,24.65
2024-06-19,Organic Shopping,established,39,0,0,26,0,0
2024-06-19,Organic Shopping,new,233,338.31,3,137,19.98,18.48
2024-06-19,Organic Social,(not set),67,0,0,36,0,0
2024-06-19,Organic Social,established,429,1019.13,6,328,29.97,67.61
2024-06-19,Organic Social,new,3854,2391.23,16,2639,79.12,118.26
2024-06-19,Paid Search,(not set),532,682.06,8,313,74.93,49.15
2024-06-19,Paid Search,established,3498,7956.74,56,2471,445.08,481.43
2024-06-19,Paid Search,new,23725,39549.61,278,15020,3010.29,2428.64
2024-06-19,Paid Social,(not set),484,326.29,3,235,19.98,4.2
2024-06-19,Paid Social,established,5792,6493.26,50,3323,431.63,348.84
2024-06-19,Paid Social,new,17374,8910.32,66,8205,581.59,517.09
2024-06-19,Payment Redirects,established,10,0,0,4,0,0
2024-06-19,Referral,(not set),7,0,0,3,0,0
2024-06-19,Referral,established,74,0,0,52,0,0
2024-06-19,Referral,new,157,300.72,3,83,34.03,47.35
2024-06-19,SMS,(not set),424,1788.65,11,218,49.95,121.91
2024-06-19,SMS,established,3376,5311.39,32,1812,347.8,298.53
2024-06-19,SMS,new,8260,13226.47,80,3801,598.59,808.55
2024-06-19,Unassigned,(not set),642,1069.07,7,0,39.96,74.84
2024-06-19,Unassigned,established,561,1099.82,7,135,82.96,69.42
2024-06-19,Unassigned,new,252,1053.65,8,3,59.94,63.58
2024-06-20,Affiliates,(not set),45,0,0,28,0,0
2024-06-20,Affiliates,established,576,5404.73,34,423,318.86,315.67
2024-06-20,Affiliates,new,2130,19135.73,119,1306,1296.41,1176.17
2024-06-20,Direct,(not set),475,667.23,5,221,72.97,25.3
2024-06-20,Direct,established,8674,18589.09,138,7443,1450.05,1129.88
2024-06-20,Direct,new,21532,40308.18,289,12192,2617.25,2564.35
2024-06-20,Display,(not set),25,0,0,4,0,0
2024-06-20,Display,established,323,0,0,75,0,0
2024-06-20,Display,new,5259,0,0,585,0,0
2024-06-20,Email,(not set),430,571.69,3,262,19.98,36.78
2024-06-20,Email,established,5137,13983.95,78,3492,384.62,854.26
2024-06-20,Email,new,12413,26525.35,160,6970,1141.07,1537.21
2024-06-20,Mobile Push Notifications,established,1449,2084.69,18,1297,191.87,120.75
2024-06-20,Mobile Push Notifications,new,64,190.37,2,56,19.98,10.44
2024-06-20,Organic Search,(not set),120,0,0,68,0,0
2024-06-20,Organic Search,established,1133,2089.36,16,800,141.39,104.56
2024-06-20,Organic Search,new,7476,8646.69,57,4789,577.38,634.87
2024-06-20,Organic Shopping,(not set),5,0,0,5,0,0
2024-06-20,Organic Shopping,established,41,46.69,1,26,9.99,3.55
2024-06-20,Organic Shopping,new,224,564.71,6,124,64.94,42.6
2024-06-20,Organic Social,(not set),155,0,0,63,0,0
2024-06-20,Organic Social,established,570,1074.34,4,387,9.99,58.99
2024-06-20,Organic Social,new,6423,2927.44,27,3768,278.38,306.67
2024-06-20,Paid Search,(not set),576,651.88,6,366,49.95,45.97
2024-06-20,Paid Search,established,3657,10615.85,75,2590,619.51,555.8
2024-06-20,Paid Search,new,22090,42844.31,320,14693,3144.34,2492.39
2024-06-20,Paid Social,(not set),561,167.66,1,253,9.99,11.67
2024-06-20,Paid Social,established,6884,7919.9,50,3686,289.71,479.69
2024-06-20,Paid Social,new,17993,10136.7,72,8088,589.52,559.16
2024-06-20,Paid Video,established,1,0,0,1,0,0
2024-06-20,Paid Video,new,1,0,0,0,0,0
2024-06-20,Payment Redirects,(not set),1,0,0,0,0,0
2024-06-20,Payment Redirects,established,9,479.3,1,9,0,32.3
2024-06-20,Payment Redirects,new,1,0,0,0,0,0
2024-06-20,Referral,(not set),6,0,0,3,0,0
2024-06-20,Referral,established,86,72.86,1,57,9.99,0
2024-06-20,Referral,new,198,2043.43,4,124,124.4,0
2024-06-20,SMS,(not set),469,1753.57,13,291,89.91,118.1
2024-06-20,SMS,established,4517,8869.69,51,2751,320.72,583.65
2024-06-20,SMS,new,9040,19973.4,131,4984,919.2,1095.9
2024-06-20,Unassigned,(not set),716,1096.35,6,0,101.96,88.97
2024-06-20,Unassigned,established,588,670.23,4,133,95.99,27.46
2024-06-20,Unassigned,new,260,2127.85,12,5,104.94,128.65
2024-06-21,Affiliates,(not set),47,79.4,1,32,14.99,7.05
2024-06-21,Affiliates,established,537,6227.98,40,374,235.81,289.14
2024-06-21,Affiliates,new,2009,21328.1,139,1257,1100.12,1327.55
2024-06-21,Direct,(not set),486,329.97,2,219,9.99,22.98
2024-06-21,Direct,established,7984,22559.34,149,6891,1162.99,1403.91
2024-06-21,Direct,new,20484,42529.73,301,11981,2651.65,2608.98
2024-06-21,Display,(not set),27,0,0,2,0,0
2024-06-21,Display,established,294,0,0,59,0,0
2024-06-21,Display,new,5119,0,0,617,0,0
2024-06-21,Email,(not set),446,1355.5,8,240,34.97,87.51
2024-06-21,Email,established,4901,16904.37,96,3163,476.63,1041.11
2024-06-21,Email,new,16292,32411.27,194,8297,1271.01,2150.54
2024-06-21,Mobile Push Notifications,established,1092,2613.84,17,984,155.88,146.82
2024-06-21,Mobile Push Notifications,new,24,363.35,2,21,0,20.57
2024-06-21,Organic Search,(not set),118,303.44,2,55,19.98,16.91
2024-06-21,Organic Search,established,1044,3088.58,16,726,251.48,155.07
2024-06-21,Organic Search,new,6844,8524.16,66,4496,649.12,596.17
2024-06-21,Organic Shopping,(not set),7,0,0,4,0,0
2024-06-21,Organic Shopping,established,29,259.7,1,17,0,14.7
2024-06-21,Organic Shopping,new,236,238.46,2,141,19.98,14.5
2024-06-21,Organic Social,(not set),86,55.51,1,26,9.99,3.87
2024-06-21,Organic Social,established,351,375.61,3,254,19.98,20.86
2024-06-21,Organic Social,new,3553,2576.82,18,2136,173.9,143.69
2024-06-21,Organic Video,established,1,0,0,0,0,0
2024-06-21,Organic Video,new,4,0,0,2,0,0
2024-06-21,Paid Search,(not set),584,1906.93,14,372,114.89,127.55
2024-06-21,Paid Search,established,3524,12122.91,82,2426,796.45,694.14
2024-06-21,Paid Search,new,22420,48338.43,366,14581,3379.52,2838.46
2024-06-21,Paid Social,(not set),583,334.67,2,262,9.99,22.08
2024-06-21,Paid Social,established,6134,8634.89,53,3408,309.69,478.45
2024-06-21,Paid Social,new,22669,15740.03,128,10478,1064.98,971.52
2024-06-21,Paid Video,established,1,0,0,1,0,0
2024-06-21,Payment Redirects,established,9,63.71,1,7,9.99,4.72
2024-06-21,Referral,(not set),12,238,1,10,0,0
2024-06-21,Referral,established,79,0,0,50,0,0
2024-06-21,Referral,new,154,183.84,1,85,13.96,0
2024-06-21,SMS,(not set),470,1003.59,5,262,19.98,54.17
2024-06-21,SMS,established,4428,13314.72,70,2538,411.66,839.1
2024-06-21,SMS,new,8645,19729.31,126,4643,925.24,1192.34
2024-06-21,Unassigned,(not set),696,964.33,10,0,99.9,61.02
2024-06-21,Unassigned,established,533,1140.11,7,132,82.96,78.48
2024-06-21,Unassigned,new,249,1308.99,10,1,102.46,45.86
2024-06-22,Affiliates,(not set),30,519.08,3,25,24.98,34.65
2024-06-22,Affiliates,established,495,4493.25,38,352,393.73,294.26
2024-06-22,Affiliates,new,1762,20258.92,113,1119,907.54,1405.88
2024-06-22,Direct,(not set),427,426.46,5,212,70.96,25.56
2024-06-22,Direct,established,8485,18064.06,110,7067,876.64,1165.54
2024-06-22,Direct,new,19529,41929.67,310,11605,2787.32,2434.26
2024-06-22,Display,(not set),12,0,0,2,0,0
2024-06-22,Display,established,324,142.87,1,64,14.99,10.58
2024-06-22,Display,new,5432,0,0,643,0,0
2024-06-22,Email,(not set),310,236.85,2,160,19.98,14.9
2024-06-22,Email,established,3681,12792.98,78,2369,542.58,823.47
2024-06-22,Email,new,10201,18510.81,130,5108,1083.23,1083.67
2024-06-22,Mobile Push Notifications,established,1435,4107.69,22,1265,162.88,258.15
2024-06-22,Mobile Push Notifications,new,49,94.55,1,40,9.99,5.56
2024-06-22,Organic Search,(not set),111,33.41,1,63,9.99,2.19
2024-06-22,Organic Search,established,1030,2721.28,14,707,147.8,135.5
2024-06-22,Organic Search,new,6521,11694.9,67,4285,628.77,558.14
2024-06-22,Organic Shopping,(not set),3,0,0,2,0,0
2024-06-22,Organic Shopping,established,24,0,0,18,0,0
2024-06-22,Organic Shopping,new,173,669.13,4,110,19.98,42.66
2024-06-22,Organic Social,(not set),36,155.07,2,16,19.98,11.11
2024-06-22,Organic Social,established,257,528.26,4,184,19.98,31.49
2024-06-22,Organic Social,new,1974,1684.15,12,1172,168.91,84.26
2024-06-22,Organic Video,new,2,0,0,1,0,0
2024-06-22,Paid Search,(not set),568,991.64,11,355,89.91,62.23
2024-06-22,Paid Search,established,3205,9883.17,63,2326,488.59,487.42
2024-06-22,Paid Search,new,24289,43707.64,344,15253,3200.5,2548.17
2024-06-22,Paid Social,(not set),612,1120.26,5,264,19.98,54.06
2024-06-22,Paid Social,established,6863,7071.11,57,3800,452.59,349.25
2024-06-22,Paid Social,new,22908,18601.85,126,9976,912.18,1074.24
2024-06-22,Payment Redirects,established,15,0,0,12,0,0
2024-06-22,Referral,(not set),1,0,0,0,0,0
2024-06-22,Referral,established,42,160.12,1,29,9.99,11.17
2024-06-22,Referral,new,147,0,0,80,0,0
2024-06-22,SMS,(not set),444,1009.56,6,224,19.98,63.03
2024-06-22,SMS,established,3982,12090.15,74,2310,430.6,674.98
2024-06-22,SMS,new,8374,18391.63,117,4413,665.37,1071.85
2024-06-22,Unassigned,(not set),677,877.36,6,0,49.95,35.45
2024-06-22,Unassigned,established,595,1239.66,8,148,59.94,82.27
2024-06-22,Unassigned,new,261,923.17,6,1,29.97,61.62
2024-06-23,Affiliates,(not set),21,52.26,1,14,9.99,3.27
2024-06-23,Affiliates,established,512,5055.63,31,371,236.84,302.53
2024-06-23,Affiliates,new,1673,18327.33,112,1108,938.5,1048.91
2024-06-23,Direct,(not set),470,361.96,3,223,19.98,21.62
2024-06-23,Direct,established,7717,18487.26,122,6613,1029.25,1187.7
2024-06-23,Direct,new,21356,42254.42,288,12297,2686.3,2550.04
2024-06-23,Display,(not set),17,0,0,5,0,0
2024-06-23,Display,established,339,0,0,53,0,0
2024-06-23,Display,new,5480,0,0,703,0,0
2024-06-23,Email,(not set),348,551.84,4,200,34.97,9.65
2024-06-23,Email,established,3949,13484.9,81,2573,536.54,829.61
2024-06-23,Email,new,11814,26072.79,156,6438,1031.79,1714.78
2024-06-23,Mobile Push Notifications,established,1025,3419.24,20,939,129.88,191.61
2024-06-23,Mobile Push Notifications,new,15,0,0,15,0,0
2024-06-23,Organic Search,(not set),129,74.68,1,75,9.99,5.69
2024-06-23,Organic Search,established,1016,3373.93,19,693,110.58,218.01
2024-06-23,Organic Search,new,7452,9117.52,56,4813,543.06,514.99
2024-06-23,Organic Shopping,(not set),7,0,0,3,0,0
2024-06-23,Organic Shopping,established,24,0,0,15,0,0
2024-06-23,Organic Shopping,new,259,450.1,4,158,29.97,13.72
2024-06-23,Organic Social,(not set),34,0,0,19,0,0
2024-06-23,Organic Social,established,210,739.34,4,144,9.99,5.7
2024-06-23,Organic Social,new,2130,1948.49,12,1226,49.95,92.79
2024-06-23,Organic Video,new,5,0,0,5,0,0
2024-06-23,Paid Search,(not set),610,1090.34,9,370,70.96,51.13
2024-06-23,Paid Search,established,3255,9464.16,68,2307,601.52,538.04
2024-06-23,Paid Search,new,25376,50653.14,372,16659,3615.38,3086.75
2024-06-23,Paid Social,(not set),604,523.07,3,290,19.98,40.09
2024-06-23,Paid Social,established,6345,7269.14,52,3428,366.7,403.68
2024-06-23,Paid Social,new,23696,18476.85,115,10450,866.32,1035.36
2024-06-23,Paid Video,new,1,0,0,0,0,0
2024-06-23,Payment Redirects,established,12,193.47,1,6,0,13.5
2024-06-23,Referral,(not set),5,0,0,2,0,0
