style_color,=1/0,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
108011-1537,108011,OP,24F2,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108011-4792,108011,OP,24S2,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108011-6000,108011,OP,24S2,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108145-1001,108145,FP,24M1,5/24/2024,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108145-1700,108145,FP,24M1,5/24/2024,45414,44,44,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108145-4262,108145,FP,24M1,5/24/2024,45413,69,68,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108184-1001,108184,FP,24M2,4/26/2024,45443,98,95,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108184-1702,108184,FP,24M2,4/26/2024,45434,195,194,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108197-1001,108197,FP,24M2,5/24/2024,45413,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108197-1700,108197,FP,24M2,5/24/2024,45435,109,109,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108197-3539,108197,FP,24M2,5/24/2024,,0,0,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108199-1001,108199,FP,24M3,6/24/2024,45450,350,349,0,YES,LIVE,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108199-1700,108199,FP,24M3,6/24/2024,,0,0,0,YES,,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108324-1001,108324,OP,24M3,6/4/2024,45451,287,285,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108324-1700,108324,OP,24M3,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108324-6885,108324,OP,24M3,6/4/2024,45451,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108325-1001,108325,OP,24M1,7/2/2024,45402,304,300,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108325-1601,108325,OP,24M1,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108325-1700,108325,OP,24M1,7/3/2024,45399,16,11,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108325-4903,108325,OP,24M1,7/2/2024,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108355-1001,108355,FP,23F2,8/22/2023,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108355-1700,108355,FP,23F2,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108355-6307,108355,FP,23F2,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108359-1001,108359,FP,23F2,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108359-1700,108359,FP,23F2,8/9/2024,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108359-3462,108359,FP,23F2,8/26/2023,45176,1,0,0,YES,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108445-1001,108445,FP,24F1,7/24/2024,45499,168,172,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108445-1700,108445,FP,24F1,7/24/2024,45472,298,297,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108447-1001,108447,FP,24F1,8/2/2024,45514,258,280,0,YES,LIVE,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108447-1702,108447,FP,24F1,8/3/2024,45513,160,183,0,YES,LIVE,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108447-3312,108447,FP,24F1,8/2/2024,45511,229,214,0,YES,LIVE,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108448-1001,108448,FP,24F1,8/3/2024,45515,248,278,0,YES,LIVE,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108448-1702,108448,FP,24F1,8/3/2024,45512,192,188,0,YES,LIVE,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108448-6010,108448,FP,24F1,8/3/2024,45513,239,250,0,YES,LIVE,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108448-7126,108448,FP,24F1,8/2/2024,45513,250,254,0,YES,LIVE,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108769-1001,108769,FP,24M2,6/14/2024,45460,316,323,0,YES,LIVE,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108769-1700,108769,FP,24M2,6/11/2024,45457,189,196,0,YES,LIVE,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
108769-6000,108769,FP,24M2,7/25/2024,45459,309,316,0,YES,LIVE,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
109123C-1001,109123C,FP,24M2,7/2/2024,45479,382,379,0,YES,LIVE,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
109123C-1700,109123C,FP,24M2,7/2/2024,45502,281,281,0,YES,LIVE,69,44.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700030-1001,700030,OP,24F3,8/29/2024,,0,0,0,YES,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700030-1501,700030,OP,24F3,8/28/2024,45561,2,0,0,YES,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700030-6000,700030,OP,24F3,8/28/2024,45535,1,0,0,YES,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700031-1001,700031,OP,24M2,5/21/2024,45470,207,205,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700031-1501,700031,OP,24M2,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700031-1700,700031,OP,24M2,5/21/2024,45499,115,138,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700031-7475,700031,OP,24M2,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700034-1001,700034,OP,24F1,7/31/2024,45525,109,96,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700034-1700,700034,OP,24F1,7/26/2024,45526,81,74,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700034-3405,700034,OP,24F1,7/26/2024,45529,1971,1964,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700034-8018,700034,OP,24F1,7/27/2024,45525,1,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700038-1001,700038,OP,24M3,7/2/2024,45483,121,128,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700038-1700,700038,OP,24M3,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700038-4347,700038,OP,24M3,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700038-6000,700038,OP,24M3,7/2/2024,45484,1141,1161,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700040-1001,700040,OP,24F1,7/6/2024,45525,45,44,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700040-1501,700040,OP,24F1,7/6/2024,45527,14,17,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700040-1700,700040,OP,24F1,7/6/2024,45526,353,352,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700042-1001,700042,OP,24F1,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700042-1700,700042,OP,24F1,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700042-3539,700042,OP,24F1,,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700042-8018,700042,OP,24F1,8/3/2024,45513,2194,2195,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700157-1001,700157,OP,24H1,10/9/2024,45578,359,7532,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700157-1700,700157,OP,24H1,12/30/2024,45659,0,7930,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700157-6062,700157,OP,24H1,10/9/2024,45583,1,5014,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700159-1001,700159,OP,24F3,10/14/2024,45567,678,3402,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700159-1700,700159,OP,24F3,,,0,1696,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700159-3539,700159,OP,24F3,10/14/2024,45571,0,3434,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700163-1232,700163,OP,24F3,10/1/2024,45567,57,819,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700163-3002,700163,OP,24F3,10/1/2024,45575,133,134,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700163-4903,700163,OP,24F3,10/1/2024,45575,157,157,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700163P-1700,700163P,OP,24F3,10/14/2024,45565,930,5330,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700165-1001,700165,OP,24F3,11/8/2024,45563,62,3085,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700165-1700,700165,OP,24F3,10/16/2024,45564,1091,1851,0,YES,LIVE,59,49.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700165-2701,700165,OP,24F3,10/16/2024,45567,811,6606,0,YES,LIVE,59,49.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700165-6000,700165,OP,24F3,10/16/2024,45564,555,3909,0,YES,LIVE,59,49.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700165-7462,700165,OP,24H1,12/30/2024,45610,3,1356,0,YES,LIVE,59,49.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700168-1001,700168,OP,24H1,,,0,0,0,,,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700168-1700,700168,OP,24H1,11/13/2024,45622,1,2889,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700168-6000,700168,OP,24H1,,,0,0,0,,,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700168-7014,700168,OP,24H1,,,0,0,0,,,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700170-1001,700170,OP,24H1,10/3/2024,45570,339,5790,0,YES,LIVE,59,49.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700170-1700,700170,OP,24H1,10/2/2024,45583,869,6410,0,YES,LIVE,59,49.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700170-2701,700170,OP,24H1,11/1/2024,45597,721,8401,0,YES,LIVE,59,49.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700170-4903,700170,OP,24H1,10/3/2024,45606,506,4322,0,YES,LIVE,59,49.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700180-1001,700180,OP,24F2,9/26/2024,45567,324,325,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700180-1537,700180,OP,24F3,9/24/2024,45569,170,166,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700180-1700,700180,OP,24F3,9/24/2024,45568,198,198,0,YES,LIVE,59,59,14.99,REG,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700192-1001,700192,OP,24F1,7/5/2024,45527,382,375,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700192-1700,700192,OP,24F1,7/5/2024,45538,477,478,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700192-4903,700192,OP,24F1,7/5/2024,45526,391,383,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700193-1001,700193,OP,24F1,7/15/2024,,0,0,0,,,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700193-1700,700193,OP,24F1,7/15/2024,45526,272,271,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700193-6000,700193,OP,24F1,7/16/2024,45526,187,180,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700194-1001,700194,OP,24F1,7/27/2024,45505,358,348,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700194-1700,700194,OP,24F1,7/27/2024,45505,351,348,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700194-6000,700194,OP,24F1,7/27/2024,45512,514,512,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700195-1001,700195,OP,24F1,7/15/2024,45525,431,411,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700195-1700,700195,OP,24F1,7/15/2024,45525,421,412,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700195-4903,700195,OP,24F1,7/15/2024,45497,271,257,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700197-1001,700197,OP,24F1,7/25/2024,45550,441,431,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700197-1700,700197,OP,24F1,7/30/2024,45549,457,457,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700197-4903,700197,OP,24F1,7/25/2024,45546,402,395,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700198-1001,700198,OP,24F1,7/23/2024,45514,630,627,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
700198-1700,700198,OP,24F1,7/23/2024,45512,251,245,0,YES,LIVE,59,39.97,14.99,SALE,FLASH,,,Tee Flash Sale 1.17.25.xlsx,Pricing,45728.34178,45728.35927
