style_color,=1/0,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
107404-1001,107404,FP,23F2,7/25/2023,,0,0,0,YES,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107404-1702,107404,FP,23F2,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107462-1001,107462,FP,23F3,8/23/2023,,0,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107462-8018,107462,FP,23F3,8/26/2023,,0,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107567-1001,107567,FP,23H2,11/13/2023,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107567-2046,107567,FP,23H2,11/13/2023,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107577-1001,107577,FP,23H1,3/12/2024,45225,3,0,0,YES,,149,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107577-4400,107577,FP,23H1,10/25/2023,,0,0,0,,,149,74.97,60% OFF,SALE,,,           ,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107577-6010,107577,FP,23H1,10/21/2023,,0,0,0,,,149,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107585-1001,107585,FP,23H3,12/12/2023,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107585-1700,107585,FP,23H3,12/8/2023,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107585-3922,107585,FP,23H3,12/12/2023,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107611-1001,107611,FP,23H2,11/15/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107611-1702,107611,FP,23H2,11/16/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107611-3000,107611,FP,23H2,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107629-1001,107629,FP,23H1,10/4/2023,,0,0,0,YES,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107629-1700,107629,FP,23H1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107629-6062,107629,FP,23H1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107682-1001,107682,OP,23F1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107682-1501,107682,OP,23F1,,,0,0,0,YES,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107682-6000,107682,OP,23F1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107722-1501,107722,OP,23F1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107722-3002,107722,OP,23F1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107722-4189,107722,OP,23F1,6/4/2024,45120,0,1,0,YES,LIVE,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107722-6000,107722,OP,23F1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107745-1001,107745,FP,23H2,11/2/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107745-2603,107745,FP,23H2,11/2/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107834-1001,107834,OP,23H1,9/3/2024,45253,8,7,0,YES,LIVE,109,69.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107834-1501,107834,OP,23H1,,,0,0,0,,,109,69.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107834-3444,107834,OP,23H1,9/23/2023,45253,1,0,0,YES,,109,69.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107834-6000,107834,OP,23H1,9/4/2024,45253,78,64,0,YES,LIVE,109,69.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107835-1001,107835,OP,23H3,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107835-1501,107835,OP,23H3,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107835-6000,107835,OP,23H3,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107891-1001,107891,FP,24S1,8/12/2024,,0,0,0,,,139,119.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107891-4203,107891,FP,24S1,2/29/2024,,0,0,0,,,139,119.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107891-6372,107891,FP,24S1,1/22/2024,,0,0,0,,,139,119.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107893-1001,107893,FP,24S1,3/11/2024,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107893-1700,107893,FP,24S1,3/11/2024,45311,13,14,0,YES,LIVE,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107903-1001,107903,FP,24S2,7/30/2024,45322,33,30,0,YES,LIVE,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107903-4205,107903,FP,24S2,8/2/2024,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107905-1001,107905,FP,24S2,2/8/2024,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107905-2701,107905,FP,24S2,2/7/2024,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107907-4903,107907,FP,24S2,2/29/2024,45339,102,100,0,YES,LIVE,99,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107907-8002,107907,FP,24S2,1/23/2024,45323,58,53,0,YES,LIVE,99,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107936-1001,107936,FP,24S3,2/13/2024,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107936-1501,107936,FP,24S3,2/13/2024,45339,13,9,0,YES,LIVE,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107936-1701,107936,FP,24S3,2/13/2024,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107936-3014,107936,FP,24S3,2/13/2024,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107943-1001,107943,FP,24S3,2/27/2024,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107943-1702,107943,FP,24S3,2/27/2024,45359,1,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107953-1001,107953,FP,23F3,8/28/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107953-2603,107953,FP,23F3,8/23/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107953-6059,107953,FP,23F3,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107964-1001,107964,FP,23F1,,,0,0,0,,,139,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107964-1585,107964,FP,23F1,,,0,0,0,,,139,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
107964-4903,107964,FP,23F1,6/30/2023,,0,0,0,,,139,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108005-1001,108005,FP,23H1,,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108013-1001,108013,OP,24S2,2/7/2024,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108013-4816,108013,OP,24S2,2/7/2024,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108013-6000,108013,OP,24S2,2/7/2024,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108019-1001,108019,OP,23H3,,,0,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108019-1501,108019,OP,23H3,,,0,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108055-4850,108055,OP,23H1,10/26/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108136-4262,108136,FP,24M1,6/27/2024,45476,377,364,0,YES,LIVE,99,64.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108138-4262,108138,FP,24M1,5/13/2024,45429,1,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108142-1001,108142,FP,24M1,4/28/2024,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108142-1700,108142,FP,24M1,4/26/2024,45406,1,0,0,YES,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108142-4262,108142,FP,24M1,5/24/2024,,0,0,0,,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108176-1001,108176,FP,24M2,5/24/2024,45409,1,0,0,YES,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108176-1702,108176,FP,24M2,5/24/2024,45409,3,0,0,YES,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108176-2107,108176,FP,24M2,5/24/2024,,0,0,0,YES,,89,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108180-2107,108180,FP,24M2,5/24/2024,,0,0,0,,,149,124.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108223-1001,108223,OP,23H1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108223-1700,108223,OP,23H1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108223-3539,108223,OP,23H1,9/18/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108223-6000,108223,OP,23H1,9/15/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108235-1238,108235,FP,23F3,9/1/2023,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108235-4903,108235,FP,23F3,9/1/2023,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108237-1001,108237,FP,23F3,9/8/2023,,0,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108237-4792,108237,FP,23F3,,,0,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108237-6000,108237,FP,23F3,9/1/2023,45191,1,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108239-1081,108239,FP,23F3,9/9/2023,,0,0,0,,,119,74.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108241-1001,108241,FP,23H1,,,0,0,0,,,79,64.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
108244-1182,108244,OP,23H1,10/7/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing 1.23.25.xlsx,Pricing,45728.33097,45728.35554
