style_color,=1/0,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
105755-6000,105755,FP,21H2,8/9/2023,44518,801,810,0,YES,LIVE,139,139,89,REG,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
105797-1700,105797,FP,22M3,6/9/2022,,0,0,0,,,89,49.97,14.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
105797-4609,105797,FP,22M3,6/9/2022,,0,0,0,,,89,49.97,14.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106303-1001,106303,FP,22F1,12/5/2022,,0,0,0,,,109,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106303-1702,106303,FP,21F1,11/15/2022,,0,0,0,,,109,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106303-3005,106303,FP,22F1,8/1/2022,,0,0,0,,,109,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106306-3124,106306,FP,22F1,,,0,0,0,,,149,74.97,19.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106342-1001,106342,FP,22F3,,,0,0,0,,,109,74.97,19.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106342-4400,106342,FP,22F3,8/25/2022,,0,0,0,,,109,74.97,19.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106539-3410,106539,FP,22H1,3/6/2024,,0,0,0,,,119,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106539-7474,106539,FP,23F2,8/18/2023,,0,0,0,,,119,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106543-1001,106543,FP,22H1,3/4/2024,,0,0,0,,,109,69.97,19.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106543-1702,106543,FP,22H1,,,0,0,0,,,109,69.97,19.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106543-2701,106543,FP,22H1,10/4/2022,,0,0,0,,,109,69.97,19.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106592-1001,106592,FP,22H3,,,0,0,0,,,109,69.97,19.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106592-7451,106592,FP,22H3,12/1/2022,,0,0,0,YES,,109,69.97,19.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
106883-1001,106883,FP,23S2,,,0,0,0,,,89,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107136-1001,107136,FP,23S1,1/20/2023,44940,1,0,0,YES,,99,69.97,19.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107137-1001,107137,FP,23M1,7/5/2023,,0,0,0,,,89,74.97,19.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107137-1501,107137,FP,23M1,6/2/2023,45086,1,0,0,YES,,89,74.97,19.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107284-4848,107284,OP,23F1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107284-7027,107284,OP,23F1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107288-1001,107288,OP,23F2,9/6/2024,45133,1,0,0,YES,,109,94.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107288-3002,107288,OP,23F2,,,0,0,0,,,109,94.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107288-4189,107288,OP,23F2,7/22/2023,45168,-1,0,0,,,109,94.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107288-7014,107288,OP,23F2,,,0,0,0,,,109,94.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107323-4442,107323,FP,23M3,7/10/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107325-1001,107325,FP,23M2,,,0,0,0,,,89,59.97,19.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107325-1700,107325,FP,23M2,,,0,0,0,YES,,89,59.97,19.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107400-1232,107400,FP,23F1,7/13/2023,45124,-1,0,0,,,139,119.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107400-2063,107400,FP,23F1,3/13/2024,,0,0,0,,,139,119.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107404-1001,107404,FP,23F2,7/25/2023,,0,0,0,YES,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107404-1702,107404,FP,23F2,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107462-1001,107462,FP,23F3,8/23/2023,,0,0,0,,,119,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107462-8018,107462,FP,23F3,8/26/2023,,0,0,0,,,119,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107567-1001,107567,FP,23H2,11/13/2023,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107567-2046,107567,FP,23H2,11/13/2023,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107577-1001,107577,FP,23H1,3/12/2024,45225,1,0,0,YES,,149,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107577-4400,107577,FP,23H1,10/25/2023,,0,0,0,,,149,74.97,29.99,SALE,,,           ,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107577-6010,107577,FP,23H1,10/21/2023,,0,0,0,,,149,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107585-1001,107585,FP,23H3,12/12/2023,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107585-1700,107585,FP,23H3,,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107585-3922,107585,FP,23H3,12/12/2023,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107611-1001,107611,FP,23H2,11/15/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107611-1702,107611,FP,23H2,11/16/2023,45249,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107611-3000,107611,FP,23H2,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107629-1001,107629,FP,23H1,10/4/2023,,0,0,0,YES,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107629-1700,107629,FP,23H1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107629-6062,107629,FP,23H1,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107682-1001,107682,OP,23F1,,,0,0,0,,,109,94.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107682-1501,107682,OP,23F1,,,0,0,0,YES,,109,94.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107682-6000,107682,OP,23F1,,,0,0,0,,,109,94.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107722-1501,107722,OP,23F1,,,0,0,0,,,109,94.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107722-3002,107722,OP,23F1,,,0,0,0,,,109,94.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107722-4189,107722,OP,23F1,6/4/2024,,0,1,0,YES,LIVE,109,94.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107722-6000,107722,OP,23F1,,,0,0,0,,,109,94.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107745-1001,107745,FP,23H2,11/2/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107745-2603,107745,FP,23H2,11/2/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107834-1001,107834,OP,23H1,9/3/2024,45253,0,0,0,YES,,109,69.97,24.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107834-1501,107834,OP,23H1,,,0,0,0,,,109,69.97,24.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107834-3444,107834,OP,23H1,9/23/2023,45253,1,0,0,YES,,109,69.97,24.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107834-6000,107834,OP,23H1,9/4/2024,45253,0,1,0,YES,LIVE,109,69.97,24.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107835-1001,107835,OP,23H3,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107835-1501,107835,OP,23H3,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107835-6000,107835,OP,23H3,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107891-1001,107891,FP,24S1,8/12/2024,,0,0,0,,,139,119.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107891-4203,107891,FP,24S1,2/29/2024,,0,0,0,,,139,119.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107891-6372,107891,FP,24S1,1/22/2024,,0,0,0,,,139,119.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107893-1001,107893,FP,24S1,3/11/2024,,0,0,0,YES,,89,74.97,24.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107893-1700,107893,FP,24S1,3/11/2024,45311,1,1,0,YES,LIVE,89,74.97,24.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107903-1001,107903,FP,24S2,7/30/2024,45322,2,15,0,YES,LIVE,109,94.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107903-4205,107903,FP,24S2,8/2/2024,,0,0,0,,,109,94.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107905-1001,107905,FP,24S2,2/8/2024,,0,0,0,,,89,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107905-2701,107905,FP,24S2,2/7/2024,,0,0,0,,,89,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107907-4903,107907,FP,24S2,2/29/2024,45339,44,43,0,YES,LIVE,99,74.97,24.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107907-8002,107907,FP,24S2,1/23/2024,45323,12,9,0,YES,LIVE,99,74.97,24.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107936-1001,107936,FP,24S3,2/13/2024,,0,0,0,,,89,74.97,24.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107936-1501,107936,FP,24S3,2/13/2024,45339,0,0,0,,,89,74.97,24.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107936-1701,107936,FP,24S3,2/13/2024,,0,0,0,,,89,74.97,24.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107936-3014,107936,FP,24S3,2/13/2024,,0,0,0,,,89,74.97,24.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107943-1001,107943,FP,24S3,2/27/2024,,0,0,0,,,89,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107943-1702,107943,FP,24S3,2/27/2024,,0,0,0,,,89,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107953-1001,107953,FP,23F3,8/28/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107953-2603,107953,FP,23F3,8/23/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107953-6059,107953,FP,23F3,,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107964-1001,107964,FP,23F1,,,0,0,0,,,139,99.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107964-1585,107964,FP,23F1,,,0,0,0,,,139,99.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
107964-4903,107964,FP,23F1,6/30/2023,,0,0,0,,,139,99.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
108005-1001,108005,FP,23H1,,,0,0,0,,,119,99.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
108013-1001,108013,OP,24S2,2/7/2024,,0,0,0,,,89,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
108013-4816,108013,OP,24S2,2/7/2024,,0,0,0,,,89,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
108013-6000,108013,OP,24S2,2/7/2024,,0,0,0,,,89,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
108019-1001,108019,OP,23H3,,,0,0,0,,,119,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
108019-1501,108019,OP,23H3,,,0,0,0,,,119,74.97,29.99,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
108055-4850,108055,OP,23H1,10/26/2023,,0,0,0,,,109,94.97,60% OFF,SALE,,,,One Site Pricing Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.34362,45728.35896
